card_1,card_2,usage_count,win_rate_percent
Hunter,Spirit Empress,215,27.44
Archer Queen,Goblin Hut,215,39.07
Boss Bandit,Mortar,215,46.98
Battle Healer,Poison,215,51.16
X-Bow,Zappies,214,44.86
Flying Machine,Skeleton King,214,54.67
Night Witch,Sparky,214,55.14
Dark Prince,Suspicious Bush,214,56.54
Barbarian Hut,Goblin Cage,214,7.01
Goblin Curse,Skeleton Dragons,214,47.66
Rage,Void,213,49.3
Heal Spirit,Magic Archer,213,42.72
Freeze,Three Musketeers,213,38.97
Earthquake,Skeleton King,213,51.17
Earthquake,Minions,213,50.23
Archers,Cannon Cart,213,53.05
Barbarian Hut,Mega Knight,213,42.72
Battle Healer,Suspicious Bush,212,16.51
Arrows,Void,212,48.58
Goblin Giant,Skeleton Barrel,212,45.28
Furnace,Goblinstein,212,55.19
Archer Queen,Mirror,212,48.11
Ice Golem,Three Musketeers,212,53.77
Graveyard,Royal Giant,212,42.45
Giant Skeleton,X-Bow,212,37.26
Rascals,Sparky,212,56.13
Bomber,Lava Hound,212,44.81
Bowler,Night Witch,211,44.55
Mega Minion,Royal Recruits,211,53.55
Goblin Demolisher,Hog Rider,211,54.03
Lightning,Little Prince,211,56.87
Archer Queen,Electro Dragon,210,51.43
Cannon,Three Musketeers,210,54.29
Cannon Cart,Mini P.E.K.K.A,210,59.05
Skeleton Dragons,Zappies,210,44.76
Archer Queen,Tombstone,210,50.48
Hunter,Skeleton Dragons,210,45.24
Three Musketeers,Vines,209,55.98
Archers,Phoenix,209,58.85
Monk,Sparky,209,63.16
Battle Ram,Spirit Empress,209,48.33
Mirror,Mortar,208,46.15
Fire Spirit,Lightning,208,45.67
Night Witch,Royal Giant,208,58.65
Cannon,Rune Giant,208,55.77
Elixir Golem,Royal Giant,207,38.65
Monk,Wall Breakers,207,56.04
Clone,Elixir Collector,207,41.55
Inferno Dragon,Phoenix,207,46.86
Ice Wizard,Spirit Empress,207,41.55
Elixir Collector,Hog Rider,207,46.86
Fisherman,Royal Delivery,207,50.24
Cannon Cart,Hog Rider,207,56.52
Furnace,Monk,207,54.59
Miner,Zappies,206,51.94
Fisherman,Freeze,206,48.06
Skeletons,Three Musketeers,206,50.49
Clone,Hunter,205,43.9
Elixir Golem,Spirit Empress,205,51.71
Cannon Cart,Guards,204,44.61
Boss Bandit,Mega Minion,204,57.84
Boss Bandit,Zappies,204,53.92
Elixir Golem,Flying Machine,204,46.08
Monk,Princess,204,51.47
Princess,Void,204,50.49
Goblin Giant,Magic Archer,204,50.0
Hog Rider,Phoenix,204,53.43
Phoenix,Princess,204,57.35
Hog Rider,Rune Giant,203,51.72
Goblin Giant,Inferno Tower,203,45.81
Boss Bandit,Phoenix,203,49.26
Goblin Barrel,Void,203,47.29
Electro Giant,Skeleton Barrel,202,55.94
Battle Ram,Bowler,202,55.94
Giant Snowball,Spirit Empress,202,51.98
Archer Queen,Fire Spirit,202,47.52
Inferno Tower,Zappies,202,49.01
Knight,Lava Hound,202,48.51
Battle Healer,Minion Horde,202,46.53
Graveyard,Ice Golem,202,48.51
Archer Queen,Ice Golem,202,52.97
Monk,Musketeer,202,53.96
Clone,Suspicious Bush,202,37.62
Dark Prince,Earthquake,202,47.52
Cannon,Elixir Collector,201,40.3
Inferno Tower,Monk,201,57.21
Hunter,Rocket,201,44.78
Electro Wizard,Void,201,52.74
Wall Breakers,X-Bow,201,40.3
Hunter,Mother Witch,201,56.22
Elixir Collector,Executioner,201,52.24
Berserker,Skeleton Dragons,200,50.5
Lightning,Mighty Miner,199,51.26
Elixir Golem,Monk,199,49.75
Rascals,Royal Hogs,199,49.25
Fire Spirit,Spirit Empress,199,34.67
Electro Giant,Ram Rider,198,50.0
Mega Minion,Minion Horde,198,39.39
Magic Archer,Spirit Empress,198,53.03
Rune Giant,The Log,198,47.98
Ram Rider,X-Bow,198,47.98
Battle Ram,X-Bow,198,48.99
Boss Bandit,Lava Hound,198,29.29
Mirror,X-Bow,197,41.62
Magic Archer,X-Bow,197,50.25
Dark Prince,Goblin Drill,197,57.36
Goblin Gang,Rune Giant,197,48.22
Mother Witch,Night Witch,196,46.94
Goblin Drill,Skeleton Barrel,196,39.8
Monk,Skeleton Barrel,196,52.55
Goblin Curse,Phoenix,196,43.37
Little Prince,Spirit Empress,195,43.59
Bowler,Mirror,195,42.05
Goblin Demolisher,Skeleton King,195,29.74
Ram Rider,Rascals,195,52.31
Balloon,Spirit Empress,195,47.69
Dart Goblin,Phoenix,195,56.92
Berserker,Giant,195,55.38
Rune Giant,Suspicious Bush,195,32.31
Goblin Hut,Zappies,194,43.3
Goblin Hut,Mirror,194,44.85
Barbarian Hut,Skeleton Barrel,194,36.6
Battle Ram,Zappies,194,52.06
Barbarian Hut,Elite Barbarians,193,40.93
Heal Spirit,Vines,193,51.3
Goblin Drill,Minions,193,48.19
Bowler,Goblin Curse,192,44.27
Giant Snowball,Mother Witch,192,46.35
Elixir Golem,Mega Minion,192,38.54
Barbarians,Spirit Empress,192,52.6
Flying Machine,Phoenix,192,38.54
Cannon Cart,Rocket,192,40.62
Flying Machine,Vines,191,47.12
Battle Healer,Furnace,191,49.21
Flying Machine,Golem,191,60.73
Rascals,Spear Goblins,191,54.97
Barbarian Hut,Royal Recruits,190,41.05
Battle Healer,Skeleton King,190,53.16
Goblinstein,Mortar,190,53.16
Goblin Curse,Goblin Drill,190,37.89
Giant Skeleton,Goblin Giant,190,31.05
Lava Hound,Vines,190,50.0
Elixir Golem,Void,189,41.8
Golden Knight,Void,189,52.38
Poison,Skeleton Dragons,189,46.56
Elixir Collector,Spirit Empress,189,42.86
Phoenix,Skeletons,189,51.85
Goblin Curse,Rocket,189,44.97
Goblin Drill,Spear Goblins,188,50.53
Skeletons,Void,188,52.13
Elixir Golem,Suspicious Bush,188,20.21
Bandit,Earthquake,188,48.94
Fire Spirit,Goblin Curse,187,41.18
Bomb Tower,Golem,187,42.78
Earthquake,Lumberjack,187,44.39
Cannon Cart,Rascals,187,42.78
Firecracker,Lava Hound,187,55.08
Musketeer,Rascals,187,51.34
Boss Bandit,Three Musketeers,187,26.74
Ice Spirit,Three Musketeers,187,46.52
Graveyard,Skeleton Dragons,187,42.25
Night Witch,Ram Rider,185,52.97
Royal Hogs,Tornado,185,45.95
Fisherman,Mighty Miner,185,54.59
Mother Witch,Royal Delivery,185,49.19
Barbarians,Goblin Machine,185,46.49
Sparky,Suspicious Bush,185,55.14
P.E.K.K.A,Rune Giant,184,40.76
Golem,Royal Giant,183,28.42
Battle Healer,Monk,182,45.6
Giant Skeleton,Suspicious Bush,182,51.1
Firecracker,Three Musketeers,182,41.21
Earthquake,Skeleton Barrel,182,56.04
Berserker,Mega Minion,182,47.8
Guards,Void,182,45.6
Archer Queen,Minion Horde,181,40.88
Cannon,Heal Spirit,181,46.41
Battle Ram,Monk,181,56.91
Mirror,Monk,181,51.93
Goblin Cage,Goblin Demolisher,181,34.25
Freeze,Lava Hound,180,36.67
Monk,Royal Delivery,180,47.22
Bats,Void,180,46.67
Goblin Giant,X-Bow,180,28.33
Bomber,Earthquake,180,46.11
Ram Rider,Skeleton Dragons,180,56.67
Freeze,Monk,179,53.07
Battle Healer,Royal Giant,179,49.16
Mirror,Spirit Empress,179,43.58
Giant Skeleton,Mortar,179,56.98
Barbarian Hut,Lightning,179,36.31
Fisherman,Inferno Tower,178,52.81
Bomb Tower,X-Bow,178,34.27
Bowler,Giant Skeleton,178,44.38
Flying Machine,Goblin Curse,178,44.94
Archer Queen,Graveyard,178,49.44
Lava Hound,Princess,177,51.41
Spear Goblins,Three Musketeers,177,50.28
Furnace,Suspicious Bush,177,50.28
Bowler,Royal Recruits,176,38.07
Berserker,Bowler,176,54.55
Poison,Spirit Empress,176,50.57
Golem,Little Prince,176,46.59
Dark Prince,Goblinstein,176,64.2
Goblin Curse,Poison,176,43.75
Bomber,Suspicious Bush,176,48.86
Bomb Tower,Goblin Giant,176,53.41
Flying Machine,Princess,176,57.95
Giant,Goblin Machine,175,34.86
Hunter,Tornado,175,48.57
Earthquake,Magic Archer,175,48.0
Fisherman,Sparky,175,50.86
Goblinstein,Lightning,175,42.29
Fisherman,Minion Horde,174,51.72
Clone,Little Prince,174,52.3
Ice Golem,Skeleton Dragons,174,49.43
Electro Giant,Little Prince,174,57.47
Heal Spirit,Mega Minion,174,43.68
Elixir Golem,Goblin Cage,173,50.29
Clone,Zappies,173,48.55
Royal Hogs,Rune Giant,172,42.44
Royal Recruits,Suspicious Bush,172,58.72
Minion Horde,Zappies,172,44.19
Boss Bandit,Skeleton Dragons,172,55.23
Graveyard,Royal Hogs,172,43.02
Heal Spirit,Royal Hogs,172,39.53
Balloon,Goblin Giant,172,48.26
Giant,Giant Skeleton,172,38.37
Mirror,Rascals,171,54.97
Ice Spirit,Phoenix,170,53.53
Bomb Tower,Tesla,170,35.29
Freeze,Night Witch,170,38.82
Goblin Giant,Mirror,170,53.53
Ram Rider,Suspicious Bush,170,50.59
Ice Golem,Suspicious Bush,170,45.29
Goblin Giant,Ice Wizard,170,51.18
Goblin Machine,Wall Breakers,169,44.38
Goblin Curse,Little Prince,169,49.11
Goblin Drill,Rage,169,46.15
Flying Machine,Goblins,169,52.66
Musketeer,Three Musketeers,169,48.52
Elite Barbarians,Rascals,169,53.85
Ice Golem,Mighty Miner,169,50.3
Earthquake,Royal Giant,169,48.52
Electro Spirit,Goblinstein,168,54.76
Mother Witch,Spirit Empress,168,51.19
Mother Witch,Spear Goblins,168,53.57
Goblin Machine,Ram Rider,168,39.88
Goblin Curse,Ice Golem,168,47.02
Bomber,Three Musketeers,168,53.57
Earthquake,Ram Rider,168,44.05
Goblin Giant,Royal Giant,167,26.35
Earthquake,Princess,167,41.92
Lightning,Mortar,167,43.71
Goblin Giant,Lumberjack,167,53.29
Dark Prince,Rune Giant,166,55.42
Magic Archer,Monk,166,42.17
Hunter,Mortar,166,50.6
Heal Spirit,Princess,166,54.82
Electro Giant,Poison,166,47.59
Berserker,Spirit Empress,166,46.39
Heal Spirit,Wall Breakers,166,42.77
Barbarians,Goblin Drill,166,41.57
Mortar,Sparky,166,53.61
Archer Queen,Giant Skeleton,166,52.41
Archer Queen,Electro Giant,165,50.3
Goblin Demolisher,Ice Spirit,165,48.48
Heal Spirit,Prince,165,52.12
Boss Bandit,Heal Spirit,165,52.12
Mighty Miner,Mother Witch,165,52.12
Monk,Tornado,164,49.39
Earthquake,Giant Skeleton,164,51.83
Battle Healer,Ice Golem,164,39.02
Fisherman,Flying Machine,164,45.12
Mortar,Spirit Empress,163,43.56
Rascals,Tombstone,163,58.28
Archer Queen,X-Bow,163,52.15
Magic Archer,Suspicious Bush,163,48.47
Skeleton Dragons,Spirit Empress,163,41.72
Electro Dragon,Lava Hound,163,45.4
Graveyard,Mother Witch,163,45.4
Elixir Golem,Rascals,163,38.65
Goblinstein,Tombstone,163,55.21
Lava Hound,Phoenix,163,42.94
Goblin Cage,Mighty Miner,162,48.77
Executioner,Heal Spirit,162,58.64
Princess,Three Musketeers,162,56.17
Electro Giant,Elixir Golem,162,46.3
Goblinstein,Skeleton Barrel,162,49.38
Goblins,Lightning,161,47.2
Barbarian Hut,Royal Giant,161,24.22
Flying Machine,Royal Giant,161,47.83
Battle Healer,Lightning,161,45.34
Furnace,Three Musketeers,161,37.89
Lightning,Suspicious Bush,161,49.07
Clone,Poison,160,45.62
Monk,Night Witch,160,48.12
Magic Archer,Skeleton Dragons,160,54.37
Giant,Little Prince,160,55.62
Earthquake,Vines,160,41.25
Dart Goblin,Void,160,49.38
Cannon Cart,Heal Spirit,159,54.72
Little Prince,Mega Minion,159,55.97
Ice Spirit,Void,159,43.4
Archer Queen,Berserker,159,57.23
Balloon,Earthquake,158,41.77
Bats,Rune Giant,158,46.2
Fisherman,Mega Minion,158,48.73
Flying Machine,Freeze,158,50.0
Fisherman,Graveyard,158,48.73
Electro Giant,Miner,158,56.33
Executioner,Phoenix,158,53.8
Elixir Golem,Fisherman,157,41.4
Balloon,Monk,157,49.68
Suspicious Bush,Tombstone,157,56.69
Ice Wizard,Skeleton Dragons,156,46.15
Executioner,Flying Machine,156,54.49
Bowler,Ice Golem,156,50.0
Electro Spirit,Night Witch,155,49.68
Tombstone,X-Bow,155,49.03
Goblin Machine,Sparky,155,41.94
Golem,Mighty Miner,155,52.9
Mother Witch,Skeleton Dragons,155,42.58
Elite Barbarians,Mortar,155,46.45
Battle Ram,Golem,154,52.6
Golem,Mother Witch,154,53.9
Fire Spirit,Three Musketeers,154,51.95
Electro Giant,Royal Delivery,154,51.3
Elixir Golem,Golem,154,35.06
Skeleton King,Void,153,44.44
Lightning,X-Bow,153,48.37
Clone,Spirit Empress,153,43.79
Barbarian Hut,X-Bow,153,31.37
Bandit,X-Bow,152,47.37
Little Prince,X-Bow,152,48.03
Clone,Heal Spirit,152,21.71
Barbarian Hut,Minion Horde,152,55.26
Electro Giant,Fire Spirit,152,46.05
Fire Spirit,Little Prince,151,52.98
Ice Wizard,Rascals,151,51.66
Clone,Phoenix,151,47.02
Barbarian Hut,Dark Prince,151,42.38
Barbarian Hut,Dart Goblin,150,40.67
Electro Giant,Ice Golem,150,46.0
Earthquake,Little Prince,150,48.67
Elixir Collector,Spear Goblins,150,54.67
Princess,Rune Giant,150,47.33
Phoenix,Royal Giant,150,48.67
Boss Bandit,Void,150,56.0
Archer Queen,Elixir Golem,150,44.0
Cannon Cart,Furnace,150,54.67
Bowler,Phoenix,149,34.9
Goblin Drill,Little Prince,149,50.34
Rage,Skeleton Dragons,149,54.36
Goblinstein,Wall Breakers,149,51.01
Mother Witch,Rocket,149,45.64
Rune Giant,Zap,149,50.34
Berserker,Zappies,148,41.89
Royal Recruits,Tornado,148,51.35
Bomber,Monk,148,53.38
Earthquake,Goblin Hut,148,42.57
Suspicious Bush,Zappies,147,27.21
Fisherman,Spear Goblins,147,57.82
Baby Dragon,Phoenix,147,55.78
Electro Wizard,Flying Machine,147,58.5
Berserker,Hunter,147,45.58
Barbarian Barrel,Rune Giant,147,42.86
Freeze,Rascals,147,55.1
Dart Goblin,Three Musketeers,146,46.58
Battle Healer,Ram Rider,146,64.38
Night Witch,Spear Goblins,146,58.22
Giant Snowball,Lava Hound,145,39.31
Goblin Giant,Zappies,145,24.14
Lumberjack,X-Bow,145,53.1
Goblin Hut,X-Bow,145,31.03
Battle Healer,Clone,145,40.0
Balloon,Void,145,45.52
Dart Goblin,Lava Hound,145,33.1
Elixir Golem,Goblin Giant,145,24.14
Boss Bandit,Night Witch,145,48.97
Barbarian Hut,Battle Ram,145,40.0
Phoenix,Spear Goblins,144,30.56
Giant Skeleton,Goblin Drill,144,47.92
Furnace,Night Witch,144,52.08
Minion Horde,Spirit Empress,144,52.78
Fisherman,Phoenix,144,51.39
Rune Giant,Vines,144,54.17
Magic Archer,Zappies,144,49.31
Magic Archer,Phoenix,144,44.44
Bomber,Heal Spirit,143,36.36
Goblin Demolisher,Suspicious Bush,143,44.06
Baby Dragon,Cannon Cart,143,51.05
Earthquake,Miner,143,46.15
Berserker,Goblin Machine,143,44.76
Fisherman,Tornado,142,45.07
Giant Skeleton,Phoenix,142,48.59
Fire Spirit,Zappies,142,51.41
Goblin Demolisher,Wall Breakers,142,46.48
Goblin Curse,X-Bow,142,48.59
Barbarian Hut,Three Musketeers,141,34.75
Fisherman,Golem,141,48.23
Rascals,Royal Giant,141,46.81
Goblin Drill,Goblins,141,46.81
Giant Snowball,Goblin Machine,141,47.52
Three Musketeers,Wall Breakers,140,35.0
Clone,Ice Golem,140,40.71
Electro Giant,Hunter,140,50.0
Monk,Tombstone,139,44.6
Elixir Golem,Royal Delivery,139,33.81
Goblins,Hunter,139,52.52
Night Witch,Skeleton Dragons,139,46.04
Mighty Miner,Rascals,138,49.28
Ice Golem,Zappies,138,49.28
Fireball,Goblin Demolisher,138,50.0
Mighty Miner,Spirit Empress,138,54.35
Battle Healer,Mother Witch,138,42.75
Fisherman,Goblin Hut,138,51.45
Elixir Collector,Poison,137,65.69
Barbarian Hut,Furnace,137,40.15
Bandit,Goblin Giant,137,53.28
Ice Wizard,Zappies,136,46.32
Battle Healer,Giant,136,45.59
Archers,Lava Hound,136,45.59
Goblin Giant,Wall Breakers,136,49.26
Phoenix,Tesla,136,52.94
Skeleton Barrel,Three Musketeers,136,36.76
Electro Dragon,Rascals,136,46.32
Electro Dragon,Goblin Drill,136,55.15
Barbarian Hut,Rocket,136,43.38
Rage,Rascals,136,47.06
Archer Queen,Goblin Cage,136,54.41
Barbarian Hut,Giant Skeleton,135,34.81
Goblin Demolisher,Vines,135,51.11
Archer Queen,Spear Goblins,135,48.89
Mortar,Rascals,135,62.22
Goblin Demolisher,Golden Knight,135,52.59
Phoenix,Ram Rider,134,40.3
Battle Healer,Skeleton Barrel,134,49.25
Giant,Ice Golem,134,50.0
Berserker,Three Musketeers,134,34.33
Minions,Rascals,134,59.7
Electro Giant,Mighty Miner,134,51.49
Poison,Suspicious Bush,133,51.88
Lava Hound,Rage,133,52.63
Lava Hound,Skeletons,133,45.86
Goblin Giant,Royal Delivery,133,52.63
Goblinstein,Spear Goblins,133,58.65
Cannon Cart,Wizard,133,51.88
Goblin Cage,Suspicious Bush,133,47.37
Elixir Collector,Fire Spirit,132,26.52
Lava Hound,Mirror,132,48.48
Rocket,Suspicious Bush,132,57.58
Rascals,Royal Delivery,132,49.24
Goblinstein,Mother Witch,132,48.48
Goblin Curse,Hunter,132,56.06
Goblin Cage,Minion Horde,131,42.75
Berserker,Elixir Collector,131,38.17
Dark Prince,Monk,131,56.49
Battle Healer,Goblin Cage,131,55.73
Bandit,Goblin Machine,131,38.17
Executioner,Three Musketeers,131,45.8
Goblins,Suspicious Bush,131,41.98
Rune Giant,Sparky,130,43.08
Goblin Drill,Lumberjack,130,52.31
Goblin Cage,Monk,130,52.31
Elixir Collector,Furnace,130,50.77
Goblin Giant,Skeleton Dragons,130,58.46
Mega Minion,Zappies,130,34.62
Electro Dragon,Goblin Demolisher,130,55.38
Inferno Tower,Spirit Empress,129,46.51
Flying Machine,Furnace,129,51.16
Executioner,Lava Hound,129,43.41
Balloon,Phoenix,129,55.04
Archer Queen,Musketeer,129,56.59
Goblinstein,Minion Horde,129,50.39
Goblin Curse,Goblinstein,129,51.16
Bomb Tower,Zappies,128,46.09
Ice Golem,Mother Witch,128,54.69
Earthquake,Elite Barbarians,128,59.38
Mighty Miner,X-Bow,128,53.12
Clone,Mighty Miner,128,43.75
Cannon Cart,Vines,127,53.54
Lava Hound,Tesla,127,44.09
Royal Delivery,Void,127,48.82
Rascals,Royal Recruits,127,56.69
Graveyard,Monk,127,50.39
Graveyard,Royal Recruits,127,43.31
Archer Queen,Fisherman,127,46.46
Goblin Drill,Tornado,127,37.8
Goblinstein,Royal Hogs,126,41.27
Bowler,Clone,126,45.24
Goblin Giant,Suspicious Bush,126,19.84
Boss Bandit,Elixir Collector,124,44.35
Cannon Cart,Royal Hogs,124,49.19
Tornado,Zappies,124,45.97
Bowler,Suspicious Bush,124,55.65
Fisherman,Goblin Machine,124,35.48
Cannon Cart,P.E.K.K.A,124,56.45
Freeze,Heal Spirit,124,25.81
Ram Rider,Three Musketeers,124,41.94
Hunter,Little Prince,123,47.97
Heal Spirit,Musketeer,123,60.16
Rage,Rune Giant,123,38.21
Goblin Drill,Mirror,123,30.89
Electro Giant,Night Witch,122,53.28
Cannon,Void,122,50.0
Bowler,Mother Witch,122,53.28
Earthquake,Rage,122,40.16
Bomb Tower,Mother Witch,122,49.18
Bats,Phoenix,121,52.89
Bowler,Mortar,121,56.2
Cannon Cart,Royal Ghost,121,57.85
Fire Spirit,Rune Giant,121,32.23
Elixir Collector,Ice Golem,121,57.85
Boss Bandit,Flying Machine,121,47.93
Graveyard,Lava Hound,121,40.5
Fisherman,Night Witch,120,36.67
Skeleton Dragons,X-Bow,120,51.67
Miner,Void,120,51.67
P.E.K.K.A,Phoenix,120,57.5
Goblin Machine,Magic Archer,120,45.83
Bowler,Golem,120,49.17
Bandit,Flying Machine,119,48.74
Prince,Void,119,57.14
Graveyard,Lightning,119,36.13
Goblinstein,Mirror,119,40.34
Goblin Curse,Monk,119,56.3
Minions,Void,119,51.26
Archer Queen,Giant,119,50.42
Barbarian Hut,Goblin Giant,119,25.21
Goblinstein,Royal Giant,119,54.62
Bomb Tower,Elixir Golem,119,36.13
Furnace,Rascals,119,35.29
Battle Ram,Fisherman,119,52.1
Guards,Rune Giant,118,44.92
Battle Healer,Little Prince,118,56.78
Earthquake,Spear Goblins,118,44.92
Barbarian Barrel,Goblin Demolisher,118,48.31
Goblin Demolisher,Prince,117,61.54
Giant,Golem,117,32.48
Royal Hogs,Void,117,47.01
Elixir Collector,X-Bow,117,45.3
Goblinstein,Royal Recruits,117,52.99
Clone,Goblin Hut,116,44.83
Executioner,Rune Giant,116,53.45
Electro Spirit,Phoenix,116,50.86
Elixir Collector,Giant Skeleton,116,58.62
Rune Giant,Tesla,116,46.55
Guards,Heal Spirit,115,53.91
Spirit Empress,Suspicious Bush,115,26.96
Cannon Cart,Goblin Curse,115,48.7
Night Witch,Wall Breakers,115,52.17
Elixir Collector,Freeze,115,27.83
Bowler,Fisherman,115,49.57
Electro Giant,Fisherman,115,52.17
Royal Giant,Suspicious Bush,115,39.13
Skeleton Dragons,Void,115,44.35
Battle Healer,Three Musketeers,114,52.63
Battle Healer,Mega Minion,114,57.02
Goblin Drill,Ice Golem,114,35.09
Mortar,Zappies,114,48.25
Elixir Golem,X-Bow,114,35.09
Elixir Golem,Goblinstein,114,49.12
Executioner,Goblin Demolisher,114,49.12
Elixir Collector,Inferno Tower,114,39.47
Goblin Drill,Mortar,114,44.74
Archer Queen,Tornado,114,45.61
Bomb Tower,Suspicious Bush,113,36.28
Battle Healer,Magic Archer,113,50.44
Musketeer,Rune Giant,113,49.56
Battle Ram,Graveyard,113,47.79
Mirror,Void,112,50.89
Little Prince,Zappies,112,51.79
Clone,Giant,112,44.64
Battle Ram,Suspicious Bush,112,47.32
Mirror,Phoenix,112,54.46
Battle Healer,Goblin Hut,112,48.21
Goblin Giant,Ice Golem,112,40.18
Battle Ram,Goblin Giant,112,45.54
Archers,Void,112,48.21
Battle Healer,Golden Knight,111,43.24
Balloon,Elixir Collector,111,55.86
Goblin Curse,Zappies,111,43.24
Boss Bandit,Goblin Drill,111,48.65
Balloon,Goblin Machine,111,52.25
Battle Ram,Goblin Machine,111,50.45
Goblin Cage,X-Bow,110,48.18
Spear Goblins,Zappies,110,45.45
Berserker,Monk,110,49.09
Elixir Collector,Royal Recruits,110,43.64
Bomber,Rascals,110,48.18
Monk,Poison,110,50.0
Elixir Collector,Musketeer,109,49.54
Freeze,Suspicious Bush,109,41.28
Heal Spirit,Royal Delivery,109,27.52
Goblin Cage,Goblin Machine,109,32.11
Hunter,Three Musketeers,109,48.62
Boss Bandit,X-Bow,109,42.2
Electro Spirit,Rune Giant,109,45.87
Goblin Machine,Mother Witch,108,39.81
Goblinstein,Royal Delivery,108,51.85
Battle Ram,Goblinstein,108,52.78
Poison,Three Musketeers,108,57.41
Electro Giant,Goblins,108,50.0
Goblin Machine,Ice Wizard,108,38.89
Monk,Mother Witch,108,40.74
Goblin Giant,Rocket,108,42.59
Battle Healer,Bomb Tower,108,45.37
Lightning,Spirit Empress,107,53.27
Goblin Hut,Spirit Empress,107,53.27
Mega Minion,Mirror,107,53.27
Monk,Mortar,107,53.27
Goblin Demolisher,Guards,107,45.79
Boss Bandit,Goblin Giant,107,42.06
Goblin Demolisher,Ice Wizard,106,49.06
Electro Wizard,Three Musketeers,106,48.11
Royal Delivery,Zappies,106,41.51
Cannon Cart,Royal Recruits,106,62.26
Electro Spirit,Rascals,106,48.11
Giant Snowball,Three Musketeers,106,38.68
Magic Archer,Rascals,105,54.29
Lumberjack,Void,105,49.52
Archer Queen,Mortar,105,51.43
Monk,Spear Goblins,105,48.57
Archer Queen,Goblin Curse,105,53.33
Electro Giant,Spear Goblins,105,51.43
Goblin Drill,Hunter,105,54.29
Little Prince,Night Witch,105,40.0
Archer Queen,Mega Minion,105,53.33
Battle Healer,Ice Wizard,105,42.86
Hunter,Rascals,105,52.38
Goblin Machine,Musketeer,105,58.1
Cannon Cart,Tombstone,104,50.96
Goblin Drill,Mother Witch,104,47.12
Elixir Collector,Royal Giant,104,33.65
Giant Skeleton,Rascals,104,45.19
Heal Spirit,Minions,104,54.81
Musketeer,Phoenix,104,50.0
Goblin Machine,Minion Horde,104,46.15
Flying Machine,Ice Golem,104,51.92
Inferno Tower,Night Witch,103,44.66
Earthquake,Mortar,103,46.6
Goblins,Three Musketeers,103,50.49
Battle Ram,Rune Giant,103,40.78
Bowler,Rocket,102,47.06
Elite Barbarians,Goblin Machine,102,47.06
Clone,Void,102,49.02
Rune Giant,Skeletons,102,50.98
Royal Delivery,Spirit Empress,102,42.16
Bowler,Goblins,102,53.92
Goblin Machine,Royal Recruits,102,35.29
Berserker,Rascals,102,50.98
Battle Healer,Miner,102,55.88
Balloon,Heal Spirit,101,49.5
Goblin Curse,Void,101,45.54
Electro Wizard,Rune Giant,101,48.51
Boss Bandit,Earthquake,101,45.54
Balloon,Barbarian Hut,101,43.56
Elixir Collector,Guards,101,49.5
Magic Archer,Void,101,57.43
Barbarians,Goblin Demolisher,100,51.0
Elixir Golem,Giant,100,43.0
Electro Spirit,Goblin Machine,100,55.0
Clone,Goblin Cage,100,47.0
Goblin Giant,Little Prince,100,60.0
Bowler,Zappies,100,50.0
Battle Healer,Rocket,100,44.0
Goblin Machine,Miner,99,40.4
Royal Delivery,Three Musketeers,99,28.28
Goblin Demolisher,Sparky,99,55.56
Electro Giant,X-Bow,99,20.2
Mega Minion,Suspicious Bush,99,29.29
Archers,Goblin Demolisher,99,61.62
Inferno Tower,Rune Giant,99,47.47
Fire Spirit,Fisherman,98,47.96
Goblin Gang,Heal Spirit,98,57.14
Electro Giant,Elixir Collector,98,52.04
Earthquake,Tombstone,98,41.84
Barbarian Hut,Mirror,98,45.92
Electro Giant,Suspicious Bush,98,43.88
Golem,Suspicious Bush,98,47.96
Fire Spirit,Goblin Giant,97,45.36
Goblin Cage,Goblin Drill,97,39.18
Ice Spirit,Rune Giant,97,42.27
Earthquake,Electro Dragon,97,48.45
Barbarian Hut,Skeleton Dragons,97,52.58
Cannon,Cannon Cart,96,54.17
Electro Spirit,Lava Hound,96,58.33
Barbarian Hut,Zap,96,42.71
Rocket,Zappies,96,52.08
Battle Healer,Hunter,96,38.54
Freeze,Goblinstein,96,55.21
Fire Spirit,Lava Hound,96,33.33
Battle Ram,Void,96,56.25
Bandit,Battle Healer,96,59.38
Earthquake,Poison,96,42.71
Bomber,Cannon Cart,96,54.17
Giant,Mother Witch,95,52.63
Goblin Machine,Mirror,95,42.11
Goblin Drill,Sparky,95,47.37
Dark Prince,Goblin Demolisher,95,57.89
Dark Prince,Goblin Machine,95,46.32
Heal Spirit,Spirit Empress,95,17.89
Heal Spirit,Skeleton King,95,54.74
Bowler,Monk,94,53.19
Bomb Tower,Goblin Curse,94,53.19
Goblin Barrel,Lava Hound,94,52.13
Ice Golem,Spirit Empress,94,41.49
Rune Giant,Zappies,94,36.17
Bomb Tower,Electro Giant,94,40.43
Goblin Demolisher,Zap,94,53.19
Little Prince,Suspicious Bush,94,55.32
Battle Ram,Goblin Drill,93,41.94
Fisherman,Mortar,93,35.48
Royal Giant,X-Bow,93,25.81
Giant,Ram Rider,93,49.46
Firecracker,Rune Giant,93,54.84
Flying Machine,Magic Archer,93,40.86
Bowler,Goblin Drill,93,36.56
Bomb Tower,Phoenix,93,40.86
Barbarians,Earthquake,93,36.56
Flying Machine,Three Musketeers,93,27.96
Battle Healer,Boss Bandit,92,48.91
