card_1,card_2,usage_count,win_rate_percent,total_elixir_cost
Heal Spirit,Mother Witch,275,52.36,5.0
Dark Prince,Night Witch,274,60.22,8.0
Mortar,Mother Witch,274,34.31,8.0
Clone,Skeleton Dragons,274,41.24,7.0
Goblin Drill,Prince,274,51.82,9.0
Elixir Collector,Minions,274,58.03,9.0
Dark Prince,Spirit Empress,273,48.72,10.0
Battle Healer,Freeze,273,38.1,8.0
Goblin Cage,Mirror,273,52.01,5.0
Barbarians,Fisherman,272,42.65,8.0
Clone,Goblins,272,36.4,5.0
Electro Giant,Tombstone,272,54.78,10.0
Mortar,Royal Recruits,272,54.04,11.0
Earthquake,Inferno Tower,272,48.9,8.0
Goblinstein,Magic Archer,272,50.0,9.0
Heal Spirit,Royal Recruits,271,45.39,8.0
Lightning,Zappies,271,35.79,10.0
Prince,Spirit Empress,269,54.65,11.0
Fire Spirit,Royal Recruits,269,45.35,8.0
Cannon Cart,Giant Snowball,268,46.27,7.0
Giant,Wall Breakers,268,55.97,7.0
Furnace,Goblin Machine,268,43.28,9.0
Bomb Tower,Boss Bandit,268,52.24,10.0
Bowler,Fire Spirit,268,51.12,6.0
Barbarians,Rune Giant,268,51.12,9.0
Hog Rider,Void,267,50.94,7.0
Flying Machine,Spear Goblins,267,50.56,6.0
Goblin Drill,Mighty Miner,267,47.57,8.0
Ram Rider,Zappies,267,56.18,9.0
Electro Giant,Freeze,267,45.69,11.0
Furnace,Zappies,267,50.56,8.0
Clone,Graveyard,267,28.09,8.0
Ice Golem,Tornado,267,44.19,5.0
Lumberjack,Monk,266,53.38,9.0
Graveyard,Heal Spirit,266,18.05,6.0
Archer Queen,Bomber,266,50.38,7.0
Bomb Tower,Hunter,266,51.5,8.0
Goblin Hut,Mother Witch,266,46.99,8.0
Battle Ram,Elixir Golem,265,48.68,7.0
Ice Golem,Little Prince,265,54.72,5.0
Golden Knight,Mega Minion,265,52.45,7.0
Barbarian Hut,Hog Rider,264,51.52,10.0
Skeleton Barrel,X-Bow,264,32.58,9.0
Earthquake,P.E.K.K.A,264,54.92,10.0
Tesla,Void,264,45.45,7.0
Elixir Golem,Hunter,264,51.14,7.0
Firecracker,Phoenix,263,55.89,7.0
Minion Horde,Suspicious Bush,263,48.29,7.0
Clone,Royal Delivery,263,36.12,6.0
Goblin Demolisher,Mortar,263,33.46,8.0
Mighty Miner,Mortar,263,53.99,8.0
Goblin Giant,Princess,262,52.29,9.0
Mortar,Royal Giant,262,52.67,10.0
Elixir Collector,Ice Wizard,262,46.18,9.0
Electro Giant,Giant Snowball,261,47.51,9.0
Cannon Cart,Knight,261,52.49,8.0
Mirror,Night Witch,261,47.51,5.0
Goblin Hut,Phoenix,260,15.38,8.0
Battle Healer,Sparky,260,47.31,10.0
Fire Spirit,Graveyard,260,35.0,6.0
Mighty Miner,Mirror,260,48.46,5.0
Executioner,Goblinstein,259,50.97,10.0
Goblin Curse,Goblin Demolisher,259,33.98,6.0
Electro Giant,Royal Giant,259,30.12,13.0
Cannon,Night Witch,259,53.28,7.0
Elite Barbarians,Spirit Empress,259,45.56,12.0
Archer Queen,Sparky,259,57.53,11.0
Earthquake,Executioner,259,47.1,8.0
Elixir Collector,Sparky,259,51.35,12.0
Balloon,Goblinstein,258,50.78,10.0
Furnace,Goblins,258,52.33,6.0
Giant,Skeleton Barrel,258,50.0,8.0
Fire Spirit,Mighty Miner,258,50.0,5.0
Phoenix,Rascals,258,15.12,9.0
Bandit,Bomb Tower,258,58.53,7.0
Berserker,Clone,257,45.14,5.0
Battle Healer,Graveyard,257,26.46,9.0
Bandit,Mortar,257,48.25,7.0
Fisherman,Magic Archer,257,54.86,7.0
Mirror,Three Musketeers,256,41.02,10.0
Lightning,Miner,256,46.48,9.0
Bomber,Elixir Collector,256,43.36,8.0
Electro Spirit,Three Musketeers,256,51.56,10.0
Executioner,Goblin Giant,256,44.92,11.0
Inferno Tower,Rascals,255,54.51,10.0
Barbarian Hut,Inferno Tower,255,9.02,11.0
Mortar,Ram Rider,255,42.35,9.0
Musketeer,Zappies,255,54.9,8.0
Electro Dragon,Goblin Giant,255,47.45,11.0
Phoenix,Zappies,254,31.5,8.0
Monk,Spirit Empress,254,29.53,11.0
Cannon Cart,Lumberjack,254,52.76,9.0
Electro Giant,Giant Skeleton,253,28.85,13.0
Goblin Curse,Heal Spirit,253,22.13,3.0
Goblin Drill,Rocket,252,40.87,10.0
Mirror,Suspicious Bush,252,43.25,3.0
Electro Dragon,Mortar,252,48.41,9.0
Giant Snowball,Night Witch,252,45.63,6.0
Goblin Machine,Lumberjack,252,53.57,9.0
Bomb Tower,Furnace,252,58.73,8.0
Skeleton King,X-Bow,251,50.2,10.0
Earthquake,Inferno Dragon,251,48.61,7.0
Clone,Three Musketeers,251,40.64,12.0
Barbarians,Phoenix,251,49.8,9.0
Mighty Miner,Tornado,251,50.6,7.0
Bowler,Mighty Miner,251,54.98,9.0
Elixir Collector,Goblin Barrel,251,43.43,9.0
Goblin Curse,Royal Giant,250,49.6,8.0
Elixir Golem,Mighty Miner,250,48.4,7.0
Miner,Rascals,250,56.8,8.0
Clone,Miner,249,45.38,6.0
Bowler,Sparky,249,49.8,11.0
Flying Machine,Royal Delivery,249,36.95,7.0
Musketeer,Suspicious Bush,249,52.21,6.0
Flying Machine,Mortar,249,51.41,8.0
Royal Giant,Spirit Empress,249,31.33,12.0
Barbarian Hut,Flying Machine,249,13.25,10.0
Barbarian Hut,Cannon,249,8.03,9.0
Furnace,Skeleton Dragons,249,57.83,8.0
Electro Dragon,Suspicious Bush,248,49.19,7.0
Goblins,Royal Delivery,248,50.81,5.0
Goblin Drill,Hog Rider,248,49.19,8.0
Musketeer,Night Witch,248,50.0,8.0
Earthquake,Ice Wizard,248,43.55,6.0
Prince,Rune Giant,248,52.82,9.0
Fisherman,Spirit Empress,247,29.55,9.0
Goblin Giant,Golem,247,29.96,14.0
Monk,Ram Rider,247,46.56,10.0
Skeleton Barrel,Spirit Empress,247,53.44,9.0
Goblin Giant,Tombstone,247,52.63,9.0
Electro Wizard,Lava Hound,247,53.04,11.0
Bomb Tower,Flying Machine,247,47.37,8.0
Berserker,Elixir Golem,247,48.18,5.0
Berserker,Rune Giant,247,41.7,6.0
Bats,Goblin Machine,246,42.28,7.0
Goblins,Mirror,246,38.62,3.0
Archer Queen,Freeze,246,53.66,9.0
Executioner,Void,246,48.37,8.0
Berserker,Mother Witch,245,44.08,6.0
Flying Machine,Ice Spirit,245,45.71,5.0
Miner,Spirit Empress,245,40.0,9.0
Cannon Cart,Tesla,244,52.87,9.0
Night Witch,Vines,244,45.49,7.0
Earthquake,Golden Knight,244,47.95,7.0
Graveyard,Mighty Miner,244,54.92,9.0
Elite Barbarians,Flying Machine,243,54.32,10.0
Goblin Machine,Golem,243,50.21,13.0
Barbarian Hut,Bomb Tower,242,7.44,10.0
Electro Wizard,Phoenix,242,50.83,8.0
Barbarian Hut,Mortar,242,6.61,10.0
Mega Knight,Rune Giant,241,43.98,11.0
Fisherman,Poison,241,46.06,7.0
Skeleton Dragons,Three Musketeers,241,60.58,13.0
Royal Delivery,X-Bow,241,51.04,9.0
Bowler,Spear Goblins,241,55.19,7.0
Balloon,Night Witch,241,53.94,9.0
Goblin Curse,Goblins,241,47.3,4.0
Goblinstein,Minions,240,53.75,8.0
Goblin Gang,Void,240,52.08,6.0
Giant Skeleton,Mighty Miner,240,56.25,10.0
Freeze,Goblin Giant,240,51.67,10.0
Graveyard,Little Prince,240,43.33,8.0
Goblin Curse,Mortar,239,42.26,6.0
Goblin Demolisher,Inferno Dragon,238,50.84,8.0
Fireball,Rune Giant,238,52.52,8.0
Spirit Empress,Wall Breakers,238,52.52,8.0
Bowler,Hunter,238,49.16,9.0
Sparky,Spirit Empress,238,50.0,12.0
Battle Ram,Cannon Cart,237,53.16,9.0
Goblin Machine,Princess,237,54.85,8.0
Boss Bandit,Rascals,237,52.32,11.0
Bandit,Zappies,237,48.1,7.0
Goblin Demolisher,Wizard,237,47.68,9.0
Goblin Drill,Ice Wizard,237,51.05,7.0
Lightning,Magic Archer,237,49.37,10.0
Fisherman,Ram Rider,237,54.01,8.0
Fisherman,Musketeer,236,50.42,7.0
Bowler,Dark Prince,235,60.43,9.0
Minion Horde,Rascals,234,59.83,10.0
Bomb Tower,Mirror,234,49.15,5.0
Goblin Curse,Mighty Miner,233,57.94,6.0
Bowler,Royal Hogs,233,49.79,10.0
Cannon Cart,Minions,233,53.65,8.0
Elixir Collector,Vines,233,36.05,9.0
Rage,X-Bow,232,41.38,8.0
Mighty Miner,Suspicious Bush,232,49.57,6.0
Knight,Rune Giant,232,51.29,7.0
Giant Skeleton,Night Witch,232,57.76,10.0
Royal Delivery,Suspicious Bush,232,56.03,5.0
Archer Queen,Furnace,232,53.45,9.0
Ram Rider,Spirit Empress,230,48.7,11.0
Cannon Cart,Ice Spirit,230,54.35,6.0
Goblins,X-Bow,230,36.52,8.0
Baby Dragon,Goblin Demolisher,229,53.28,8.0
Goblin Giant,Royal Hogs,229,32.31,11.0
Miner,X-Bow,229,52.84,9.0
Earthquake,Fireball,228,40.79,7.0
Elixir Collector,Princess,228,46.05,9.0
Goblin Giant,Tornado,228,50.44,9.0
Flying Machine,Mega Minion,228,56.14,7.0
Archers,Rune Giant,227,53.74,7.0
Flying Machine,Wall Breakers,227,49.34,6.0
Clone,Royal Giant,227,40.09,9.0
Elixir Golem,Zappies,227,33.04,7.0
Bandit,Monk,226,52.21,8.0
Graveyard,Night Witch,226,42.92,9.0
Executioner,Goblin Drill,226,43.81,9.0
Magic Archer,Mortar,226,53.98,8.0
Electro Spirit,Goblin Drill,226,38.05,5.0
Battle Healer,Royal Recruits,225,53.33,11.0
Bandit,Skeleton Dragons,225,49.33,7.0
Fire Spirit,Royal Delivery,225,44.89,4.0
Goblin Demolisher,Princess,225,52.44,7.0
Archer Queen,Royal Recruits,224,46.88,12.0
Elixir Golem,Goblin Hut,224,44.2,7.0
Berserker,Goblin Giant,224,49.11,8.0
Electro Dragon,Goblin Machine,224,45.09,10.0
Flying Machine,Giant Snowball,224,45.09,6.0
Clone,Royal Recruits,224,47.77,10.0
Ice Golem,Royal Recruits,223,57.4,9.0
Earthquake,Hunter,222,53.6,7.0
Giant,Royal Giant,222,36.04,11.0
Elite Barbarians,Goblinstein,222,54.5,11.0
Goblin Demolisher,Rage,222,30.63,6.0
Balloon,Suspicious Bush,222,54.5,7.0
Fisherman,Goblin Cage,222,50.9,7.0
Hunter,Mirror,221,45.7,5.0
Elite Barbarians,Monk,221,51.58,11.0
Elixir Collector,Giant,220,54.55,11.0
Skeleton Dragons,Sparky,219,50.23,10.0
Goblin Cage,Little Prince,219,59.36,7.0
Battle Healer,Giant Skeleton,219,47.49,10.0
Lightning,Royal Delivery,219,46.12,9.0
Giant,Three Musketeers,219,52.05,14.0
Golem,Royal Delivery,219,41.1,11.0
Cannon Cart,Dark Prince,219,45.21,9.0
Lumberjack,Mortar,219,49.32,8.0
Fisherman,Miner,218,49.08,6.0
Cannon Cart,Skeletons,218,56.88,6.0
Miner,Suspicious Bush,218,48.62,5.0
Mortar,Rage,218,42.2,6.0
Night Witch,Skeleton Barrel,218,50.46,7.0
Graveyard,Rocket,218,42.2,11.0
Lava Hound,The Log,217,54.84,9.0
Giant Snowball,Heal Spirit,217,37.79,3.0
Goblinstein,Miner,217,44.24,8.0
Goblin Curse,Royal Delivery,217,48.85,5.0
Goblin Barrel,Heal Spirit,217,52.53,4.0
Earthquake,Prince,216,56.48,8.0
Baby Dragon,Heal Spirit,216,51.85,5.0
Electro Giant,Royal Hogs,216,49.07,12.0
Lumberjack,Rascals,216,55.56,9.0
Goblin Drill,Musketeer,215,53.02,8.0
Hunter,Spirit Empress,215,27.44,10.0
Archer Queen,Goblin Hut,215,39.07,9.0
Boss Bandit,Mortar,215,46.98,10.0
Battle Healer,Poison,215,51.16,8.0
X-Bow,Zappies,214,44.86,10.0
Flying Machine,Skeleton King,214,54.67,8.0
Night Witch,Sparky,214,55.14,10.0
Dark Prince,Suspicious Bush,214,56.54,6.0
Barbarian Hut,Goblin Cage,214,7.01,10.0
Goblin Curse,Skeleton Dragons,214,47.66,6.0
Rage,Void,213,49.3,5.0
Heal Spirit,Magic Archer,213,42.72,5.0
Freeze,Three Musketeers,213,38.97,13.0
Earthquake,Skeleton King,213,51.17,7.0
Earthquake,Minions,213,50.23,6.0
Archers,Cannon Cart,213,53.05,8.0
Barbarian Hut,Mega Knight,213,42.72,13.0
Battle Healer,Suspicious Bush,212,16.51,6.0
Arrows,Void,212,48.58,6.0
Goblin Giant,Skeleton Barrel,212,45.28,9.0
Furnace,Goblinstein,212,55.19,9.0
Archer Queen,Mirror,212,48.11,6.0
Ice Golem,Three Musketeers,212,53.77,11.0
Graveyard,Royal Giant,212,42.45,11.0
Giant Skeleton,X-Bow,212,37.26,12.0
Rascals,Sparky,212,56.13,11.0
Bomber,Lava Hound,212,44.81,9.0
Bowler,Night Witch,211,44.55,9.0
Mega Minion,Royal Recruits,211,53.55,10.0
Goblin Demolisher,Hog Rider,211,54.03,8.0
Lightning,Little Prince,211,56.87,9.0
Archer Queen,Electro Dragon,210,51.43,10.0
Cannon,Three Musketeers,210,54.29,12.0
Cannon Cart,Mini P.E.K.K.A,210,59.05,9.0
Skeleton Dragons,Zappies,210,44.76,8.0
Archer Queen,Tombstone,210,50.48,8.0
Hunter,Skeleton Dragons,210,45.24,8.0
Three Musketeers,Vines,209,55.98,12.0
Archers,Phoenix,209,58.85,7.0
Monk,Sparky,209,63.16,11.0
Battle Ram,Spirit Empress,209,48.33,10.0
Mirror,Mortar,208,46.15,5.0
Fire Spirit,Lightning,208,45.67,7.0
Night Witch,Royal Giant,208,58.65,10.0
Cannon,Rune Giant,208,55.77,7.0
Elixir Golem,Royal Giant,207,38.65,9.0
Monk,Wall Breakers,207,56.04,7.0
Clone,Elixir Collector,207,41.55,9.0
Inferno Dragon,Phoenix,207,46.86,8.0
Ice Wizard,Spirit Empress,207,41.55,9.0
Elixir Collector,Hog Rider,207,46.86,10.0
Fisherman,Royal Delivery,207,50.24,6.0
Cannon Cart,Hog Rider,207,56.52,9.0
Furnace,Monk,207,54.59,9.0
Miner,Zappies,206,51.94,7.0
Fisherman,Freeze,206,48.06,7.0
Skeletons,Three Musketeers,206,50.49,10.0
Clone,Hunter,205,43.9,7.0
Elixir Golem,Spirit Empress,205,51.71,9.0
Cannon Cart,Guards,204,44.61,8.0
Boss Bandit,Mega Minion,204,57.84,9.0
Boss Bandit,Zappies,204,53.92,10.0
Elixir Golem,Flying Machine,204,46.08,7.0
Monk,Princess,204,51.47,8.0
Princess,Void,204,50.49,6.0
Goblin Giant,Magic Archer,204,50.0,10.0
Hog Rider,Phoenix,204,53.43,8.0
Phoenix,Princess,204,57.35,7.0
Hog Rider,Rune Giant,203,51.72,8.0
Goblin Giant,Inferno Tower,203,45.81,11.0
Boss Bandit,Phoenix,203,49.26,10.0
Goblin Barrel,Void,203,47.29,6.0
Electro Giant,Skeleton Barrel,202,55.94,10.0
Battle Ram,Bowler,202,55.94,9.0
Giant Snowball,Spirit Empress,202,51.98,8.0
Archer Queen,Fire Spirit,202,47.52,6.0
Inferno Tower,Zappies,202,49.01,9.0
Knight,Lava Hound,202,48.51,10.0
Battle Healer,Minion Horde,202,46.53,9.0
Graveyard,Ice Golem,202,48.51,7.0
Archer Queen,Ice Golem,202,52.97,7.0
Monk,Musketeer,202,53.96,9.0
Clone,Suspicious Bush,202,37.62,5.0
Dark Prince,Earthquake,202,47.52,7.0
Cannon,Elixir Collector,201,40.3,9.0
Inferno Tower,Monk,201,57.21,10.0
Hunter,Rocket,201,44.78,10.0
Electro Wizard,Void,201,52.74,7.0
Wall Breakers,X-Bow,201,40.3,8.0
Hunter,Mother Witch,201,56.22,8.0
Elixir Collector,Executioner,201,52.24,11.0
Berserker,Skeleton Dragons,200,50.5,6.0
Lightning,Mighty Miner,199,51.26,10.0
Elixir Golem,Monk,199,49.75,8.0
Rascals,Royal Hogs,199,49.25,10.0
Fire Spirit,Spirit Empress,199,34.67,7.0
Electro Giant,Ram Rider,198,50.0,12.0
Mega Minion,Minion Horde,198,39.39,8.0
Magic Archer,Spirit Empress,198,53.03,10.0
Rune Giant,The Log,198,47.98,6.0
Ram Rider,X-Bow,198,47.98,11.0
Battle Ram,X-Bow,198,48.99,10.0
Boss Bandit,Lava Hound,198,29.29,13.0
Mirror,X-Bow,197,41.62,7.0
Magic Archer,X-Bow,197,50.25,10.0
Dark Prince,Goblin Drill,197,57.36,8.0
Goblin Gang,Rune Giant,197,48.22,7.0
Mother Witch,Night Witch,196,46.94,8.0
Goblin Drill,Skeleton Barrel,196,39.8,7.0
Monk,Skeleton Barrel,196,52.55,8.0
Goblin Curse,Phoenix,196,43.37,6.0
Little Prince,Spirit Empress,195,43.59,9.0
Bowler,Mirror,195,42.05,6.0
Goblin Demolisher,Skeleton King,195,29.74,8.0
Ram Rider,Rascals,195,52.31,10.0
Balloon,Spirit Empress,195,47.69,11.0
Dart Goblin,Phoenix,195,56.92,7.0
Berserker,Giant,195,55.38,7.0
Rune Giant,Suspicious Bush,195,32.31,6.0
Goblin Hut,Zappies,194,43.3,8.0
Goblin Hut,Mirror,194,44.85,5.0
Barbarian Hut,Skeleton Barrel,194,36.6,9.0
Battle Ram,Zappies,194,52.06,8.0
Barbarian Hut,Elite Barbarians,193,40.93,12.0
Heal Spirit,Vines,193,51.3,4.0
Goblin Drill,Minions,193,48.19,7.0
Bowler,Goblin Curse,192,44.27,7.0
Giant Snowball,Mother Witch,192,46.35,6.0
Elixir Golem,Mega Minion,192,38.54,6.0
Barbarians,Spirit Empress,192,52.6,11.0
Flying Machine,Phoenix,192,38.54,8.0
Cannon Cart,Rocket,192,40.62,11.0
Flying Machine,Vines,191,47.12,7.0
Battle Healer,Furnace,191,49.21,8.0
Flying Machine,Golem,191,60.73,12.0
Rascals,Spear Goblins,191,54.97,7.0
Barbarian Hut,Royal Recruits,190,41.05,13.0
Battle Healer,Skeleton King,190,53.16,8.0
Goblinstein,Mortar,190,53.16,9.0
Goblin Curse,Goblin Drill,190,37.89,6.0
Giant Skeleton,Goblin Giant,190,31.05,12.0
Lava Hound,Vines,190,50.0,10.0
Elixir Golem,Void,189,41.8,6.0
Golden Knight,Void,189,52.38,7.0
Poison,Skeleton Dragons,189,46.56,8.0
Elixir Collector,Spirit Empress,189,42.86,12.0
Phoenix,Skeletons,189,51.85,5.0
Goblin Curse,Rocket,189,44.97,8.0
Goblin Drill,Spear Goblins,188,50.53,6.0
Skeletons,Void,188,52.13,4.0
Elixir Golem,Suspicious Bush,188,20.21,5.0
Bandit,Earthquake,188,48.94,6.0
Fire Spirit,Goblin Curse,187,41.18,3.0
Bomb Tower,Golem,187,42.78,12.0
Earthquake,Lumberjack,187,44.39,7.0
Cannon Cart,Rascals,187,42.78,10.0
Firecracker,Lava Hound,187,55.08,10.0
Musketeer,Rascals,187,51.34,9.0
Boss Bandit,Three Musketeers,187,26.74,15.0
Ice Spirit,Three Musketeers,187,46.52,10.0
Graveyard,Skeleton Dragons,187,42.25,9.0
Night Witch,Ram Rider,185,52.97,9.0
Royal Hogs,Tornado,185,45.95,8.0
Fisherman,Mighty Miner,185,54.59,7.0
Mother Witch,Royal Delivery,185,49.19,7.0
Barbarians,Goblin Machine,185,46.49,10.0
Sparky,Suspicious Bush,185,55.14,8.0
P.E.K.K.A,Rune Giant,184,40.76,11.0
Golem,Royal Giant,183,28.42,14.0
Battle Healer,Monk,182,45.6,9.0
Giant Skeleton,Suspicious Bush,182,51.1,8.0
Firecracker,Three Musketeers,182,41.21,12.0
Earthquake,Skeleton Barrel,182,56.04,6.0
Berserker,Mega Minion,182,47.8,5.0
Guards,Void,182,45.6,6.0
Archer Queen,Minion Horde,181,40.88,10.0
Cannon,Heal Spirit,181,46.41,4.0
Battle Ram,Monk,181,56.91,9.0
Mirror,Monk,181,51.93,6.0
Goblin Cage,Goblin Demolisher,181,34.25,8.0
Freeze,Lava Hound,180,36.67,11.0
Monk,Royal Delivery,180,47.22,8.0
Bats,Void,180,46.67,5.0
Goblin Giant,X-Bow,180,28.33,12.0
Bomber,Earthquake,180,46.11,5.0
Ram Rider,Skeleton Dragons,180,56.67,9.0
Freeze,Monk,179,53.07,9.0
Battle Healer,Royal Giant,179,49.16,10.0
Mirror,Spirit Empress,179,43.58,7.0
Giant Skeleton,Mortar,179,56.98,10.0
Barbarian Hut,Lightning,179,36.31,12.0
Fisherman,Inferno Tower,178,52.81,8.0
Bomb Tower,X-Bow,178,34.27,10.0
Bowler,Giant Skeleton,178,44.38,11.0
Flying Machine,Goblin Curse,178,44.94,6.0
Archer Queen,Graveyard,178,49.44,10.0
Lava Hound,Princess,177,51.41,10.0
Spear Goblins,Three Musketeers,177,50.28,11.0
Furnace,Suspicious Bush,177,50.28,6.0
Bowler,Royal Recruits,176,38.07,12.0
Berserker,Bowler,176,54.55,7.0
Poison,Spirit Empress,176,50.57,10.0
Golem,Little Prince,176,46.59,11.0
Dark Prince,Goblinstein,176,64.2,9.0
Goblin Curse,Poison,176,43.75,6.0
Bomber,Suspicious Bush,176,48.86,4.0
Bomb Tower,Goblin Giant,176,53.41,10.0
Flying Machine,Princess,176,57.95,7.0
Giant,Goblin Machine,175,34.86,10.0
Hunter,Tornado,175,48.57,7.0
Earthquake,Magic Archer,175,48.0,7.0
Fisherman,Sparky,175,50.86,9.0
Goblinstein,Lightning,175,42.29,11.0
Fisherman,Minion Horde,174,51.72,8.0
Clone,Little Prince,174,52.3,6.0
Ice Golem,Skeleton Dragons,174,49.43,6.0
Electro Giant,Little Prince,174,57.47,10.0
Heal Spirit,Mega Minion,174,43.68,4.0
Elixir Golem,Goblin Cage,173,50.29,7.0
Clone,Zappies,173,48.55,7.0
Royal Hogs,Rune Giant,172,42.44,9.0
Royal Recruits,Suspicious Bush,172,58.72,9.0
Minion Horde,Zappies,172,44.19,9.0
Boss Bandit,Skeleton Dragons,172,55.23,10.0
Graveyard,Royal Hogs,172,43.02,10.0
Heal Spirit,Royal Hogs,172,39.53,6.0
Balloon,Goblin Giant,172,48.26,11.0
Giant,Giant Skeleton,172,38.37,11.0
Mirror,Rascals,171,54.97,6.0
Ice Spirit,Phoenix,170,53.53,5.0
Bomb Tower,Tesla,170,35.29,8.0
Freeze,Night Witch,170,38.82,8.0
Goblin Giant,Mirror,170,53.53,7.0
Ram Rider,Suspicious Bush,170,50.59,7.0
Ice Golem,Suspicious Bush,170,45.29,4.0
Goblin Giant,Ice Wizard,170,51.18,9.0
Goblin Machine,Wall Breakers,169,44.38,7.0
Goblin Curse,Little Prince,169,49.11,5.0
Goblin Drill,Rage,169,46.15,6.0
Flying Machine,Goblins,169,52.66,6.0
Musketeer,Three Musketeers,169,48.52,13.0
Elite Barbarians,Rascals,169,53.85,11.0
Ice Golem,Mighty Miner,169,50.3,6.0
Earthquake,Royal Giant,169,48.52,9.0
Electro Spirit,Goblinstein,168,54.76,6.0
Mother Witch,Spirit Empress,168,51.19,10.0
Mother Witch,Spear Goblins,168,53.57,6.0
Goblin Machine,Ram Rider,168,39.88,10.0
Goblin Curse,Ice Golem,168,47.02,4.0
Bomber,Three Musketeers,168,53.57,11.0
Earthquake,Ram Rider,168,44.05,8.0
Goblin Giant,Royal Giant,167,26.35,12.0
Earthquake,Princess,167,41.92,6.0
Lightning,Mortar,167,43.71,10.0
Goblin Giant,Lumberjack,167,53.29,10.0
Dark Prince,Rune Giant,166,55.42,8.0
Magic Archer,Monk,166,42.17,9.0
Hunter,Mortar,166,50.6,8.0
Heal Spirit,Princess,166,54.82,4.0
Electro Giant,Poison,166,47.59,11.0
Berserker,Spirit Empress,166,46.39,8.0
Heal Spirit,Wall Breakers,166,42.77,3.0
Barbarians,Goblin Drill,166,41.57,9.0
Mortar,Sparky,166,53.61,10.0
Archer Queen,Giant Skeleton,166,52.41,11.0
Archer Queen,Electro Giant,165,50.3,12.0
Goblin Demolisher,Ice Spirit,165,48.48,5.0
Heal Spirit,Prince,165,52.12,6.0
Boss Bandit,Heal Spirit,165,52.12,7.0
Mighty Miner,Mother Witch,165,52.12,8.0
Monk,Tornado,164,49.39,8.0
Earthquake,Giant Skeleton,164,51.83,9.0
Battle Healer,Ice Golem,164,39.02,6.0
Fisherman,Flying Machine,164,45.12,7.0
Mortar,Spirit Empress,163,43.56,10.0
Rascals,Tombstone,163,58.28,8.0
Archer Queen,X-Bow,163,52.15,11.0
Magic Archer,Suspicious Bush,163,48.47,6.0
Skeleton Dragons,Spirit Empress,163,41.72,10.0
Electro Dragon,Lava Hound,163,45.4,12.0
Graveyard,Mother Witch,163,45.4,9.0
Elixir Golem,Rascals,163,38.65,8.0
Goblinstein,Tombstone,163,55.21,8.0
Lava Hound,Phoenix,163,42.94,11.0
Goblin Cage,Mighty Miner,162,48.77,8.0
Executioner,Heal Spirit,162,58.64,6.0
Princess,Three Musketeers,162,56.17,12.0
Electro Giant,Elixir Golem,162,46.3,10.0
Goblinstein,Skeleton Barrel,162,49.38,8.0
Goblins,Lightning,161,47.2,8.0
Barbarian Hut,Royal Giant,161,24.22,12.0
Flying Machine,Royal Giant,161,47.83,10.0
Battle Healer,Lightning,161,45.34,10.0
Furnace,Three Musketeers,161,37.89,13.0
Lightning,Suspicious Bush,161,49.07,8.0
Clone,Poison,160,45.62,7.0
Monk,Night Witch,160,48.12,9.0
Magic Archer,Skeleton Dragons,160,54.37,8.0
Giant,Little Prince,160,55.62,8.0
Earthquake,Vines,160,41.25,6.0
Dart Goblin,Void,160,49.38,6.0
Cannon Cart,Heal Spirit,159,54.72,6.0
Little Prince,Mega Minion,159,55.97,6.0
Ice Spirit,Void,159,43.4,4.0
Archer Queen,Berserker,159,57.23,7.0
Balloon,Earthquake,158,41.77,8.0
Bats,Rune Giant,158,46.2,6.0
Fisherman,Mega Minion,158,48.73,6.0
Flying Machine,Freeze,158,50.0,8.0
Fisherman,Graveyard,158,48.73,8.0
Electro Giant,Miner,158,56.33,10.0
Executioner,Phoenix,158,53.8,9.0
Elixir Golem,Fisherman,157,41.4,6.0
Balloon,Monk,157,49.68,10.0
Suspicious Bush,Tombstone,157,56.69,5.0
Ice Wizard,Skeleton Dragons,156,46.15,7.0
Executioner,Flying Machine,156,54.49,9.0
Bowler,Ice Golem,156,50.0,7.0
Electro Spirit,Night Witch,155,49.68,5.0
Tombstone,X-Bow,155,49.03,9.0
Goblin Machine,Sparky,155,41.94,11.0
Golem,Mighty Miner,155,52.9,12.0
Mother Witch,Skeleton Dragons,155,42.58,8.0
Elite Barbarians,Mortar,155,46.45,10.0
Battle Ram,Golem,154,52.6,12.0
Golem,Mother Witch,154,53.9,12.0
Fire Spirit,Three Musketeers,154,51.95,10.0
Electro Giant,Royal Delivery,154,51.3,10.0
Elixir Golem,Golem,154,35.06,11.0
Skeleton King,Void,153,44.44,7.0
Lightning,X-Bow,153,48.37,12.0
Clone,Spirit Empress,153,43.79,9.0
Barbarian Hut,X-Bow,153,31.37,12.0
Bandit,X-Bow,152,47.37,9.0
Little Prince,X-Bow,152,48.03,9.0
Clone,Heal Spirit,152,21.71,4.0
Barbarian Hut,Minion Horde,152,55.26,11.0
Electro Giant,Fire Spirit,152,46.05,8.0
Fire Spirit,Little Prince,151,52.98,4.0
Ice Wizard,Rascals,151,51.66,8.0
Clone,Phoenix,151,47.02,7.0
Barbarian Hut,Dark Prince,151,42.38,10.0
Barbarian Hut,Dart Goblin,150,40.67,9.0
Electro Giant,Ice Golem,150,46.0,9.0
Earthquake,Little Prince,150,48.67,6.0
Elixir Collector,Spear Goblins,150,54.67,8.0
Princess,Rune Giant,150,47.33,7.0
