,arena,card_name,outcome,evo,count
4698,Arena 23,Mortar,Lost,1,93
4699,Arena 23,Mortar,Won,0,7
4700,Arena 23,Mortar,Won,1,80
4701,Arena 23,Mother Witch,Lost,0,759
4702,Arena 23,Mother Witch,Lost,1,89
4703,Arena 23,Mother Witch,Won,0,610
4704,Arena 23,Mother Witch,Won,1,96
4705,Arena 23,Musketeer,Lost,0,216
4706,Arena 23,Musketeer,Lost,1,443
4707,Arena 23,Musketeer,Won,0,245
4708,Arena 23,Musketeer,Won,1,519
4709,Arena 23,P.E.K.K.A,Lost,0,1080
4710,Arena 23,P.E.K.K.A,Lost,1,2189
4711,Arena 23,P.E.K.K.A,Won,0,1142
4712,Arena 23,P.E.K.K.A,Won,1,2247
4713,Arena 23,Phoenix,Lost,0,236
4714,Arena 23,Phoenix,Lost,1,58
4715,Arena 23,Phoenix,Won,0,128
4716,Arena 23,Phoenix,Won,1,37
4717,Arena 23,Poison,Lost,0,127
4718,Arena 23,Poison,Lost,1,470
4719,Arena 23,Poison,Won,0,154
4720,Arena 23,Poison,Won,1,351
4721,Arena 23,Prince,Lost,0,196
4722,Arena 23,Prince,Lost,1,348
4723,Arena 23,Prince,Won,0,206
4724,Arena 23,Prince,Won,1,364
4725,Arena 23,Princess,Lost,1,1
4726,Arena 23,Rage,Lost,1,4
4727,Arena 23,Rage,Won,1,10
4728,Arena 23,Ram Rider,Lost,0,1362
4729,Arena 23,Ram Rider,Lost,1,125
4730,Arena 23,Ram Rider,Won,0,1280
4731,Arena 23,Ram Rider,Won,1,99
4732,Arena 23,Rascals,Lost,0,6
4733,Arena 23,Rascals,Lost,1,30
4734,Arena 23,Rascals,Won,0,4
4735,Arena 23,Rascals,Won,1,44
4736,Arena 23,Rocket,Lost,0,1286
4737,Arena 23,Rocket,Lost,1,438
4738,Arena 23,Rocket,Won,0,1372
4739,Arena 23,Rocket,Won,1,464
4740,Arena 23,Royal Delivery,Lost,0,68
4741,Arena 23,Royal Delivery,Lost,1,147
4742,Arena 23,Royal Delivery,Won,0,92
4743,Arena 23,Royal Delivery,Won,1,178
4744,Arena 23,Royal Ghost,Lost,0,26
4745,Arena 23,Royal Ghost,Lost,1,27
4746,Arena 23,Royal Ghost,Won,0,28
4747,Arena 23,Royal Ghost,Won,1,53
4748,Arena 23,Royal Giant,Lost,0,45
4749,Arena 23,Royal Giant,Lost,1,194
4750,Arena 23,Royal Giant,Won,0,52
4751,Arena 23,Royal Giant,Won,1,255
4752,Arena 23,Royal Hogs,Lost,1,3
4753,Arena 23,Royal Recruits,Lost,0,64
4754,Arena 23,Royal Recruits,Lost,1,13
4755,Arena 23,Royal Recruits,Won,0,57
4756,Arena 23,Royal Recruits,Won,1,5
4757,Arena 23,Rune Giant,Lost,0,8
4758,Arena 23,Rune Giant,Lost,1,11
4759,Arena 23,Rune Giant,Won,0,5
4760,Arena 23,Rune Giant,Won,1,19
4761,Arena 23,Skeleton Army,Lost,0,101
4762,Arena 23,Skeleton Army,Lost,1,951
4763,Arena 23,Skeleton Army,Won,0,133
4764,Arena 23,Skeleton Army,Won,1,1140
4765,Arena 23,Skeleton Barrel,Lost,0,67
4766,Arena 23,Skeleton Barrel,Lost,1,307
4767,Arena 23,Skeleton Barrel,Won,0,76
4768,Arena 23,Skeleton Barrel,Won,1,283
4769,Arena 23,Skeleton Dragons,Lost,0,606
4770,Arena 23,Skeleton Dragons,Lost,1,155
4771,Arena 23,Skeleton Dragons,Won,0,304
4772,Arena 23,Skeleton Dragons,Won,1,113
4773,Arena 23,Skeleton King,Lost,0,368
4774,Arena 23,Skeleton King,Lost,1,146
4775,Arena 23,Skeleton King,Won,0,428
4776,Arena 23,Skeleton King,Won,1,129
4777,Arena 23,Skeletons,Lost,0,6765
4778,Arena 23,Skeletons,Lost,1,421
4779,Arena 23,Skeletons,Won,0,6610
4780,Arena 23,Skeletons,Won,1,299
4781,Arena 23,Sparky,Lost,0,1063
4782,Arena 23,Sparky,Lost,1,10
4783,Arena 23,Sparky,Won,0,1156
4784,Arena 23,Sparky,Won,1,8
4785,Arena 23,Spear Goblins,Lost,0,183
4786,Arena 23,Spear Goblins,Lost,1,556
4787,Arena 23,Spear Goblins,Won,0,253
4788,Arena 23,Spear Goblins,Won,1,379
4789,Arena 23,Spirit Empress,Lost,0,72
4790,Arena 23,Spirit Empress,Lost,1,30
4791,Arena 23,Spirit Empress,Won,0,62
4792,Arena 23,Spirit Empress,Won,1,22
4793,Arena 23,Tesla,Lost,0,4
4794,Arena 23,Tesla,Lost,1,55
4795,Arena 23,Tesla,Won,0,2
4796,Arena 23,Tesla,Won,1,61
4797,Arena 23,The Log,Lost,0,137
4798,Arena 23,The Log,Lost,1,894
4799,Arena 23,The Log,Won,0,155
4800,Arena 23,The Log,Won,1,1050
4801,Arena 23,Three Musketeers,Lost,1,3
4802,Arena 23,Three Musketeers,Won,1,1
4803,Arena 23,Tornado,Lost,0,163
4804,Arena 23,Tornado,Lost,1,680
4805,Arena 23,Tornado,Won,0,138
4806,Arena 23,Tornado,Won,1,424
4807,Arena 23,Valkyrie,Lost,0,625
4808,Arena 23,Valkyrie,Lost,1,1854
4809,Arena 23,Valkyrie,Won,0,795
4810,Arena 23,Valkyrie,Won,1,2138
4811,Arena 23,Vines,Lost,0,939
4812,Arena 23,Vines,Lost,1,735
4813,Arena 23,Vines,Won,0,1006
4814,Arena 23,Vines,Won,1,715
4815,Arena 23,Wall Breakers,Lost,0,392
4816,Arena 23,Wall Breakers,Lost,1,914
4817,Arena 23,Wall Breakers,Won,0,399
4818,Arena 23,Wall Breakers,Won,1,917
4819,Arena 23,Witch,Lost,1,2
4820,Arena 23,Witch,Won,1,2
4821,Arena 23,X-Bow,Lost,0,19
4822,Arena 23,X-Bow,Lost,1,167
4823,Arena 23,X-Bow,Won,0,27
4824,Arena 23,X-Bow,Won,1,202
4825,Arena 23,Zap,Lost,0,5
4826,Arena 23,Zap,Lost,1,61
4827,Arena 23,Zap,Won,0,12
4828,Arena 23,Zap,Won,1,57
4829,Arena 11,Archer Queen,Won,1,1
4830,Arena 11,Archers,Lost,0,138
4831,Arena 11,Archers,Lost,1,52
4832,Arena 11,Archers,Won,0,216
4833,Arena 11,Archers,Won,1,92
4834,Arena 11,Arrows,Lost,0,465
4835,Arena 11,Arrows,Lost,1,636
4836,Arena 11,Arrows,Won,0,569
4837,Arena 11,Arrows,Won,1,779
4838,Arena 11,Baby Dragon,Lost,0,3695
4839,Arena 11,Baby Dragon,Lost,1,654
4840,Arena 11,Baby Dragon,Won,0,3071
4841,Arena 11,Baby Dragon,Won,1,913
4842,Arena 11,Bandit,Lost,0,2
4843,Arena 11,Bandit,Won,0,3
4844,Arena 11,Bandit,Won,1,1
4845,Arena 11,Barbarian Barrel,Lost,0,390
4846,Arena 11,Barbarian Barrel,Lost,1,144
4847,Arena 11,Barbarian Barrel,Won,0,536
4848,Arena 11,Barbarian Barrel,Won,1,235
4849,Arena 11,Bats,Lost,0,1581
4850,Arena 11,Bats,Lost,1,194
4851,Arena 11,Bats,Won,0,1341
4852,Arena 11,Bats,Won,1,245
4853,Arena 11,Battle Healer,Lost,0,65
4854,Arena 11,Battle Healer,Lost,1,5
4855,Arena 11,Battle Healer,Won,0,60
4856,Arena 11,Battle Healer,Won,1,7
4857,Arena 11,Battle Ram,Lost,0,478
4858,Arena 11,Battle Ram,Lost,1,76
4859,Arena 11,Battle Ram,Won,0,654
4860,Arena 11,Battle Ram,Won,1,118
4861,Arena 11,Berserker,Won,1,1
4862,Arena 11,Bomb Tower,Lost,0,455
4863,Arena 11,Bomb Tower,Lost,1,37
4864,Arena 11,Bomb Tower,Won,0,452
4865,Arena 11,Bomb Tower,Won,1,43
4866,Arena 11,Boss Bandit,Lost,0,7
4867,Arena 11,Boss Bandit,Lost,1,9
4868,Arena 11,Boss Bandit,Won,0,11
4869,Arena 11,Boss Bandit,Won,1,26
4870,Arena 11,Bowler,Won,0,5
4871,Arena 11,Cannon,Lost,0,2121
4872,Arena 11,Cannon,Lost,1,170
4873,Arena 11,Cannon,Won,0,3100
4874,Arena 11,Cannon,Won,1,315
4875,Arena 11,Clone,Won,0,1
4876,Arena 11,Dark Prince,Lost,0,2
4877,Arena 11,Dark Prince,Won,0,5
4878,Arena 11,Dart Goblin,Lost,0,2488
4879,Arena 11,Dart Goblin,Lost,1,354
4880,Arena 11,Dart Goblin,Won,0,2496
4881,Arena 11,Dart Goblin,Won,1,548
4882,Arena 11,Earthquake,Lost,0,1
4883,Arena 11,Electro Spirit,Lost,0,485
4884,Arena 11,Electro Spirit,Lost,1,155
4885,Arena 11,Electro Spirit,Won,0,516
4886,Arena 11,Electro Spirit,Won,1,212
4887,Arena 11,Electro Wizard,Lost,0,77
4888,Arena 11,Electro Wizard,Lost,1,70
4889,Arena 11,Electro Wizard,Won,0,111
4890,Arena 11,Electro Wizard,Won,1,98
4891,Arena 11,Elite Barbarians,Lost,0,94
4892,Arena 11,Elite Barbarians,Lost,1,92
4893,Arena 11,Elite Barbarians,Won,0,101
4894,Arena 11,Elite Barbarians,Won,1,145
4895,Arena 11,Executioner,Lost,0,341
4896,Arena 11,Executioner,Lost,1,67
4897,Arena 11,Executioner,Won,0,497
4898,Arena 11,Executioner,Won,1,99
4899,Arena 11,Fire Spirit,Lost,0,74
4900,Arena 11,Fire Spirit,Lost,1,34
4901,Arena 11,Fire Spirit,Won,0,126
4902,Arena 11,Fire Spirit,Won,1,34
4903,Arena 11,Fireball,Lost,0,17
4904,Arena 11,Fireball,Lost,1,25
4905,Arena 11,Fireball,Won,0,8
4906,Arena 11,Fireball,Won,1,36
4907,Arena 11,Fisherman,Lost,0,11
4908,Arena 11,Fisherman,Won,0,13
4909,Arena 11,Furnace,Lost,0,58
4910,Arena 11,Furnace,Lost,1,39
4911,Arena 11,Furnace,Won,0,61
4912,Arena 11,Furnace,Won,1,60
4913,Arena 11,Giant Snowball,Lost,0,390
4914,Arena 11,Giant Snowball,Lost,1,164
4915,Arena 11,Giant Snowball,Won,0,413
4916,Arena 11,Giant Snowball,Won,1,261
4917,Arena 11,Goblin Barrel,Won,1,3
4918,Arena 11,Goblin Cage,Lost,0,293
4919,Arena 11,Goblin Cage,Lost,1,31
4920,Arena 11,Goblin Cage,Won,0,177
4921,Arena 11,Goblin Cage,Won,1,38
4922,Arena 11,Goblin Gang,Lost,0,2
4923,Arena 11,Goblin Gang,Lost,1,29
4924,Arena 11,Goblin Gang,Won,0,3
4925,Arena 11,Goblin Gang,Won,1,39
4926,Arena 11,Goblin Giant,Lost,0,4
4927,Arena 11,Goblin Giant,Lost,1,13
4928,Arena 11,Goblin Giant,Won,0,7
4929,Arena 11,Goblin Giant,Won,1,23
4930,Arena 11,Goblin Hut,Lost,0,1429
4931,Arena 11,Goblin Hut,Lost,1,19
4932,Arena 11,Goblin Hut,Won,0,976
4933,Arena 11,Goblin Hut,Won,1,34
4934,Arena 11,Goblin Machine,Lost,0,10
4935,Arena 11,Goblin Machine,Lost,1,1
4936,Arena 11,Goblin Machine,Won,0,16
4937,Arena 11,Goblin Machine,Won,1,4
4938,Arena 11,Graveyard,Lost,0,2
4939,Arena 11,Graveyard,Won,0,3
4940,Arena 11,Guards,Lost,0,1264
4941,Arena 11,Guards,Lost,1,272
4942,Arena 11,Guards,Won,0,1179
4943,Arena 11,Guards,Won,1,282
4944,Arena 11,Heal Spirit,Won,0,1
4945,Arena 11,Hog Rider,Lost,1,2
4946,Arena 11,Hog Rider,Won,1,3
4947,Arena 11,Hunter,Lost,0,987
4948,Arena 11,Hunter,Won,0,852
4949,Arena 11,Hunter,Won,1,1
4950,Arena 11,Ice Spirit,Won,0,1
4951,Arena 11,Inferno Dragon,Lost,0,89
4952,Arena 11,Inferno Dragon,Lost,1,452
4953,Arena 11,Inferno Dragon,Won,0,130
4954,Arena 11,Inferno Dragon,Won,1,509
4955,Arena 11,Inferno Tower,Lost,0,1
4956,Arena 11,Knight,Lost,0,426
4957,Arena 11,Knight,Lost,1,276
4958,Arena 11,Knight,Won,0,484
4959,Arena 11,Knight,Won,1,436
4960,Arena 11,Lava Hound,Lost,0,4
4961,Arena 11,Lava Hound,Won,0,1
4962,Arena 11,Lava Hound,Won,1,1
4963,Arena 11,Lightning,Lost,0,342
4964,Arena 11,Lightning,Lost,1,10
4965,Arena 11,Lightning,Won,0,171
4966,Arena 11,Lightning,Won,1,15
4967,Arena 11,Little Prince,Lost,0,38
4968,Arena 11,Little Prince,Lost,1,23
4969,Arena 11,Little Prince,Won,0,64
4970,Arena 11,Little Prince,Won,1,56
4971,Arena 11,Lumberjack,Lost,0,1
4972,Arena 11,Lumberjack,Lost,1,1
4973,Arena 11,Lumberjack,Won,1,1
4974,Arena 11,Mega Knight,Lost,0,6
4975,Arena 11,Mega Knight,Won,0,6
4976,Arena 11,Miner,Lost,0,5
4977,Arena 11,Miner,Lost,1,50
4978,Arena 11,Miner,Won,0,8
4979,Arena 11,Miner,Won,1,38
4980,Arena 11,Minion Horde,Lost,0,111
4981,Arena 11,Minion Horde,Lost,1,34
4982,Arena 11,Minion Horde,Won,0,183
4983,Arena 11,Minion Horde,Won,1,55
4984,Arena 11,Minions,Lost,0,1420
4985,Arena 11,Minions,Lost,1,47
4986,Arena 11,Minions,Won,0,1552
4987,Arena 11,Minions,Won,1,89
4988,Arena 11,Mirror,Lost,0,14
4989,Arena 11,Mirror,Lost,1,1
4990,Arena 11,Mirror,Won,0,14
4991,Arena 11,Monk,Lost,0,7
4992,Arena 11,Monk,Lost,1,2
4993,Arena 11,Monk,Won,0,2
4994,Arena 11,Monk,Won,1,1
4995,Arena 11,Mortar,Lost,0,7
4996,Arena 11,Mortar,Lost,1,5
4997,Arena 11,Mortar,Won,1,3
4998,Arena 11,Mother Witch,Lost,0,5
4999,Arena 11,Mother Witch,Won,0,22
5000,Arena 11,Musketeer,Lost,0,229
5001,Arena 11,Musketeer,Lost,1,118
5002,Arena 11,Musketeer,Won,0,304
5003,Arena 11,Musketeer,Won,1,186
5004,Arena 11,P.E.K.K.A,Lost,0,572
5005,Arena 11,P.E.K.K.A,Lost,1,137
5006,Arena 11,P.E.K.K.A,Won,0,700
5007,Arena 11,P.E.K.K.A,Won,1,206
5008,Arena 11,Poison,Lost,0,183
5009,Arena 11,Poison,Lost,1,65
5010,Arena 11,Poison,Won,0,224
5011,Arena 11,Poison,Won,1,67
5012,Arena 11,Prince,Lost,0,313
5013,Arena 11,Prince,Lost,1,367
5014,Arena 11,Prince,Won,0,299
5015,Arena 11,Prince,Won,1,394
5016,Arena 11,Princess,Lost,1,1
5017,Arena 11,Ram Rider,Lost,0,581
5018,Arena 11,Ram Rider,Lost,1,13
5019,Arena 11,Ram Rider,Won,0,954
5020,Arena 11,Ram Rider,Won,1,18
5021,Arena 11,Rascals,Lost,1,2
5022,Arena 11,Rascals,Won,1,2
5023,Arena 11,Rocket,Lost,0,887
5024,Arena 11,Rocket,Lost,1,24
5025,Arena 11,Rocket,Won,0,268
5026,Arena 11,Rocket,Won,1,28
5027,Arena 11,Royal Delivery,Lost,0,2
5028,Arena 11,Royal Delivery,Won,1,2
5029,Arena 11,Royal Ghost,Lost,0,98
5030,Arena 11,Royal Ghost,Lost,1,54
5031,Arena 11,Royal Ghost,Won,0,155
5032,Arena 11,Royal Ghost,Won,1,82
5033,Arena 11,Royal Giant,Lost,0,18
5034,Arena 11,Royal Giant,Lost,1,9
5035,Arena 11,Royal Giant,Won,0,31
5036,Arena 11,Royal Giant,Won,1,10
5037,Arena 11,Royal Hogs,Lost,1,2
5038,Arena 11,Royal Recruits,Lost,0,32
5039,Arena 11,Royal Recruits,Lost,1,1
5040,Arena 11,Royal Recruits,Won,0,29
5041,Arena 11,Rune Giant,Lost,0,22
5042,Arena 11,Rune Giant,Lost,1,4
5043,Arena 11,Rune Giant,Won,0,30
5044,Arena 11,Rune Giant,Won,1,1
5045,Arena 11,Skeleton Army,Lost,0,63
5046,Arena 11,Skeleton Army,Lost,1,316
5047,Arena 11,Skeleton Army,Won,0,89
5048,Arena 11,Skeleton Army,Won,1,493
5049,Arena 11,Skeleton Barrel,Lost,0,232
5050,Arena 11,Skeleton Barrel,Lost,1,44
5051,Arena 11,Skeleton Barrel,Won,0,128
5052,Arena 11,Skeleton Barrel,Won,1,59
5053,Arena 11,Skeleton Dragons,Lost,0,162
5054,Arena 11,Skeleton Dragons,Lost,1,18
5055,Arena 11,Skeleton Dragons,Won,0,203
5056,Arena 11,Skeleton Dragons,Won,1,26
5057,Arena 11,Skeletons,Lost,0,3557
5058,Arena 11,Skeletons,Lost,1,35
5059,Arena 11,Skeletons,Won,0,2774
5060,Arena 11,Skeletons,Won,1,46
5061,Arena 11,Sparky,Lost,0,1154
5062,Arena 11,Sparky,Won,0,1250
5063,Arena 11,Sparky,Won,1,1
5064,Arena 11,Spear Goblins,Lost,0,273
5065,Arena 11,Spear Goblins,Lost,1,75
5066,Arena 11,Spear Goblins,Won,0,295
5067,Arena 11,Spear Goblins,Won,1,123
5068,Arena 11,Tesla,Lost,1,1
5069,Arena 11,Tesla,Won,0,1
5070,Arena 11,Tesla,Won,1,3
5071,Arena 11,The Log,Lost,0,1
5072,Arena 11,The Log,Lost,1,29
5073,Arena 11,The Log,Won,0,2
5074,Arena 11,The Log,Won,1,44
5075,Arena 11,Three Musketeers,Lost,0,1
5076,Arena 11,Tornado,Lost,0,2
5077,Arena 11,Tornado,Won,0,4
5078,Arena 11,Valkyrie,Lost,0,516
5079,Arena 11,Valkyrie,Lost,1,281
5080,Arena 11,Valkyrie,Won,0,510
5081,Arena 11,Valkyrie,Won,1,342
5082,Arena 11,Vines,Lost,0,1098
5083,Arena 11,Vines,Lost,1,160
5084,Arena 11,Vines,Won,0,1436
5085,Arena 11,Vines,Won,1,232
5086,Arena 11,Wall Breakers,Lost,0,25
5087,Arena 11,Wall Breakers,Lost,1,5
5088,Arena 11,Wall Breakers,Won,0,60
5089,Arena 11,Wall Breakers,Won,1,16
5090,Arena 11,Witch,Won,1,1
5091,Arena 11,X-Bow,Lost,0,143
5092,Arena 11,X-Bow,Lost,1,13
5093,Arena 11,X-Bow,Won,0,103
5094,Arena 11,X-Bow,Won,1,14
5095,Arena 11,Zap,Lost,0,1
5096,Arena 11,Zap,Lost,1,5
5097,Arena 11,Zap,Won,1,8
5098,Arena 24,Archer Queen,Lost,0,44
5099,Arena 24,Archer Queen,Lost,1,146
5100,Arena 24,Archer Queen,Won,0,41
5101,Arena 24,Archer Queen,Won,1,159
5102,Arena 24,Archers,Lost,0,103
5103,Arena 24,Archers,Lost,1,94
5104,Arena 24,Archers,Won,0,95
5105,Arena 24,Archers,Won,1,112
5106,Arena 24,Arrows,Lost,0,585
5107,Arena 24,Arrows,Lost,1,1950
5108,Arena 24,Arrows,Won,0,600
5109,Arena 24,Arrows,Won,1,2137
5110,Arena 24,Baby Dragon,Lost,0,547
5111,Arena 24,Baby Dragon,Lost,1,649
5112,Arena 24,Baby Dragon,Won,0,577
5113,Arena 24,Baby Dragon,Won,1,720
5114,Arena 24,Balloon,Lost,1,4
5115,Arena 24,Balloon,Won,1,1
5116,Arena 24,Bandit,Lost,0,215
5117,Arena 24,Bandit,Lost,1,406
5118,Arena 24,Bandit,Won,0,228
5119,Arena 24,Bandit,Won,1,464
5120,Arena 24,Barbarian Barrel,Lost,0,105
5121,Arena 24,Barbarian Barrel,Lost,1,324
5122,Arena 24,Barbarian Barrel,Won,0,114
5123,Arena 24,Barbarian Barrel,Won,1,352
5124,Arena 24,Barbarians,Lost,1,1
5125,Arena 24,Bats,Lost,0,3411
5126,Arena 24,Bats,Lost,1,1569
5127,Arena 24,Bats,Won,0,3533
5128,Arena 24,Bats,Won,1,1658
5129,Arena 24,Battle Healer,Lost,0,327
5130,Arena 24,Battle Healer,Lost,1,41
5131,Arena 24,Battle Healer,Won,0,263
5132,Arena 24,Battle Healer,Won,1,32
5133,Arena 24,Battle Ram,Lost,0,790
5134,Arena 24,Battle Ram,Lost,1,495
5135,Arena 24,Battle Ram,Won,0,888
5136,Arena 24,Battle Ram,Won,1,505
5137,Arena 24,Berserker,Lost,1,1
5138,Arena 24,Bomb Tower,Lost,0,356
5139,Arena 24,Bomb Tower,Lost,1,180
5140,Arena 24,Bomb Tower,Won,0,279
5141,Arena 24,Bomb Tower,Won,1,131
5142,Arena 24,Boss Bandit,Lost,0,211
5143,Arena 24,Boss Bandit,Lost,1,540
5144,Arena 24,Boss Bandit,Won,0,236
5145,Arena 24,Boss Bandit,Won,1,561
5146,Arena 24,Bowler,Lost,0,621
5147,Arena 24,Bowler,Lost,1,176
5148,Arena 24,Bowler,Won,0,469
5149,Arena 24,Bowler,Won,1,178
5150,Arena 24,Cannon,Lost,0,2636
5151,Arena 24,Cannon,Lost,1,2363
5152,Arena 24,Cannon,Won,0,2757
5153,Arena 24,Cannon,Won,1,2264
5154,Arena 24,Clone,Lost,0,68
5155,Arena 24,Clone,Lost,1,168
5156,Arena 24,Clone,Won,0,74
5157,Arena 24,Clone,Won,1,158
5158,Arena 24,Dark Prince,Lost,0,2
5159,Arena 24,Dark Prince,Lost,1,3
5160,Arena 24,Dark Prince,Won,1,3
5161,Arena 24,Dart Goblin,Lost,0,2869
5162,Arena 24,Dart Goblin,Lost,1,3121
5163,Arena 24,Dart Goblin,Won,0,3191
5164,Arena 24,Dart Goblin,Won,1,3179
5165,Arena 24,Earthquake,Lost,0,204
5166,Arena 24,Earthquake,Lost,1,557
5167,Arena 24,Earthquake,Won,0,223
5168,Arena 24,Earthquake,Won,1,545
5169,Arena 24,Electro Giant,Won,1,2
5170,Arena 24,Electro Spirit,Lost,0,278
5171,Arena 24,Electro Spirit,Lost,1,622
5172,Arena 24,Electro Spirit,Won,0,285
5173,Arena 24,Electro Spirit,Won,1,649
5174,Arena 24,Electro Wizard,Lost,0,244
5175,Arena 24,Electro Wizard,Lost,1,634
5176,Arena 24,Electro Wizard,Won,0,259
5177,Arena 24,Electro Wizard,Won,1,714
5178,Arena 24,Elite Barbarians,Lost,0,400
5179,Arena 24,Elite Barbarians,Lost,1,826
5180,Arena 24,Elite Barbarians,Won,0,433
5181,Arena 24,Elite Barbarians,Won,1,914
5182,Arena 24,Elixir Collector,Lost,0,1
5183,Arena 24,Elixir Collector,Lost,1,52
5184,Arena 24,Elixir Collector,Won,0,1
5185,Arena 24,Elixir Collector,Won,1,33
5186,Arena 24,Executioner,Lost,0,1359
5187,Arena 24,Executioner,Lost,1,572
5188,Arena 24,Executioner,Won,0,1434
5189,Arena 24,Executioner,Won,1,567
5190,Arena 24,Fire Spirit,Lost,0,230
5191,Arena 24,Fire Spirit,Lost,1,234
5192,Arena 24,Fire Spirit,Won,0,287
5193,Arena 24,Fire Spirit,Won,1,259
5194,Arena 24,Fireball,Lost,0,25
5195,Arena 24,Fireball,Lost,1,230
5196,Arena 24,Fireball,Won,0,35
5197,Arena 24,Fireball,Won,1,244
5198,Arena 24,Firecracker,Lost,1,4
5199,Arena 24,Firecracker,Won,1,3
5200,Arena 24,Fisherman,Lost,0,74
5201,Arena 24,Fisherman,Lost,1,188
5202,Arena 24,Fisherman,Won,0,72
5203,Arena 24,Fisherman,Won,1,214
5204,Arena 24,Flying Machine,Lost,0,1
5205,Arena 24,Furnace,Lost,0,100
5206,Arena 24,Furnace,Lost,1,325
5207,Arena 24,Furnace,Won,0,127
5208,Arena 24,Furnace,Won,1,385
5209,Arena 24,Giant Skeleton,Lost,1,5
5210,Arena 24,Giant Skeleton,Won,1,2
5211,Arena 24,Giant Snowball,Lost,0,130
5212,Arena 24,Giant Snowball,Lost,1,409
5213,Arena 24,Giant Snowball,Won,0,132
5214,Arena 24,Giant Snowball,Won,1,436
5215,Arena 24,Goblin Barrel,Lost,0,1
5216,Arena 24,Goblin Barrel,Lost,1,18
5217,Arena 24,Goblin Barrel,Won,0,1
5218,Arena 24,Goblin Barrel,Won,1,11
5219,Arena 24,Goblin Cage,Lost,0,148
5220,Arena 24,Goblin Cage,Lost,1,466
5221,Arena 24,Goblin Cage,Won,0,123
5222,Arena 24,Goblin Cage,Won,1,406
5223,Arena 24,Goblin Curse,Lost,0,448
5224,Arena 24,Goblin Curse,Lost,1,106
5225,Arena 24,Goblin Curse,Won,0,391
5226,Arena 24,Goblin Curse,Won,1,63
5227,Arena 24,Goblin Gang,Lost,0,5
5228,Arena 24,Goblin Gang,Lost,1,111
5229,Arena 24,Goblin Gang,Won,1,134
5230,Arena 24,Goblin Giant,Lost,0,5
5231,Arena 24,Goblin Giant,Lost,1,116
5232,Arena 24,Goblin Giant,Won,0,11
5233,Arena 24,Goblin Giant,Won,1,96
5234,Arena 24,Goblin Hut,Lost,0,628
5235,Arena 24,Goblin Hut,Lost,1,114
5236,Arena 24,Goblin Hut,Won,0,478
5237,Arena 24,Goblin Hut,Won,1,80
5238,Arena 24,Goblin Machine,Lost,1,13
5239,Arena 24,Goblin Machine,Won,0,3
5240,Arena 24,Goblin Machine,Won,1,23
5241,Arena 24,Goblinstein,Lost,1,2
5242,Arena 24,Golden Knight,Lost,0,586
5243,Arena 24,Golden Knight,Lost,1,572
5244,Arena 24,Golden Knight,Won,0,589
5245,Arena 24,Golden Knight,Won,1,583
5246,Arena 24,Graveyard,Lost,0,373
5247,Arena 24,Graveyard,Lost,1,313
5248,Arena 24,Graveyard,Won,0,310
5249,Arena 24,Graveyard,Won,1,262
5250,Arena 24,Guards,Lost,0,890
5251,Arena 24,Guards,Lost,1,901
5252,Arena 24,Guards,Won,0,901
5253,Arena 24,Guards,Won,1,784
5254,Arena 24,Heal Spirit,Lost,0,20
5255,Arena 24,Heal Spirit,Lost,1,101
5256,Arena 24,Heal Spirit,Won,0,26
5257,Arena 24,Heal Spirit,Won,1,74
5258,Arena 24,Hog Rider,Lost,1,25
5259,Arena 24,Hog Rider,Won,1,22
5260,Arena 24,Hunter,Lost,0,908
5261,Arena 24,Hunter,Lost,1,11
5262,Arena 24,Hunter,Won,0,703
5263,Arena 24,Hunter,Won,1,25
5264,Arena 24,Ice Spirit,Lost,0,2
5265,Arena 24,Ice Spirit,Lost,1,4
5266,Arena 24,Ice Spirit,Won,0,1
5267,Arena 24,Ice Spirit,Won,1,2
5268,Arena 24,Ice Wizard,Lost,0,1
5269,Arena 24,Ice Wizard,Lost,1,4
5270,Arena 24,Ice Wizard,Won,0,2
5271,Arena 24,Ice Wizard,Won,1,9
5272,Arena 24,Inferno Dragon,Lost,0,30
5273,Arena 24,Inferno Dragon,Lost,1,370
5274,Arena 24,Inferno Dragon,Won,0,26
5275,Arena 24,Inferno Dragon,Won,1,398
5276,Arena 24,Inferno Tower,Lost,0,1
5277,Arena 24,Inferno Tower,Lost,1,16
5278,Arena 24,Inferno Tower,Won,1,10
5279,Arena 24,Knight,Lost,0,582
5280,Arena 24,Knight,Lost,1,2393
5281,Arena 24,Knight,Won,0,660
5282,Arena 24,Knight,Won,1,2730
5283,Arena 24,Lava Hound,Lost,0,31
5284,Arena 24,Lava Hound,Lost,1,194
5285,Arena 24,Lava Hound,Won,0,39
5286,Arena 24,Lava Hound,Won,1,101
5287,Arena 24,Lightning,Lost,0,629
5288,Arena 24,Lightning,Lost,1,604
5289,Arena 24,Lightning,Won,0,422
5290,Arena 24,Lightning,Won,1,386
5291,Arena 24,Little Prince,Lost,0,173
5292,Arena 24,Little Prince,Lost,1,174
5293,Arena 24,Little Prince,Won,0,220
5294,Arena 24,Little Prince,Won,1,214
5295,Arena 24,Lumberjack,Lost,0,58
5296,Arena 24,Lumberjack,Lost,1,172
5297,Arena 24,Lumberjack,Won,0,38
5298,Arena 24,Lumberjack,Won,1,138
5299,Arena 24,Mega Knight,Lost,0,8
5300,Arena 24,Mega Knight,Lost,1,16
