,arena,card_name,outcome,count
1990,Arena 16,Knight,Lost,9089
1991,Arena 16,Knight,Won,9973
1992,Arena 16,Lava Hound,Lost,497
1993,Arena 16,Lava Hound,Won,216
1994,Arena 16,Lightning,Lost,1148
1995,Arena 16,Lightning,Won,577
1996,Arena 16,Little Prince,Lost,431
1997,Arena 16,Little Prince,Won,614
1998,Arena 16,Lumberjack,Lost,3427
1999,Arena 16,Lumberjack,Won,3019
2000,Arena 16,Magic Archer,Lost,2356
2001,Arena 16,Magic Archer,Won,1978
2002,Arena 16,Mega Knight,Lost,12672
2003,Arena 16,Mega Knight,Won,15649
2004,Arena 16,Mega Minion,Lost,1445
2005,Arena 16,Mega Minion,Won,811
2006,Arena 16,Mighty Miner,Lost,32
2007,Arena 16,Mighty Miner,Won,47
2008,Arena 16,Miner,Lost,2269
2009,Arena 16,Miner,Won,1891
2010,Arena 16,Mini P.E.K.K.A,Lost,12181
2011,Arena 16,Mini P.E.K.K.A,Won,14190
2012,Arena 16,Minion Horde,Lost,1344
2013,Arena 16,Minion Horde,Won,1365
2014,Arena 16,Minions,Lost,2884
2015,Arena 16,Minions,Won,2904
2016,Arena 16,Mirror,Lost,1256
2017,Arena 16,Mirror,Won,1164
2018,Arena 16,Monk,Lost,108
2019,Arena 16,Monk,Won,105
2020,Arena 16,Mortar,Lost,241
2021,Arena 16,Mortar,Won,273
2022,Arena 16,Mother Witch,Lost,916
2023,Arena 16,Mother Witch,Won,794
2024,Arena 16,Musketeer,Lost,2606
2025,Arena 16,Musketeer,Won,2618
2026,Arena 16,Night Witch,Lost,751
2027,Arena 16,Night Witch,Won,497
2028,Arena 16,P.E.K.K.A,Lost,4758
2029,Arena 16,P.E.K.K.A,Won,3722
2030,Arena 16,Phoenix,Lost,519
2031,Arena 16,Phoenix,Won,247
2032,Arena 16,Poison,Lost,2862
2033,Arena 16,Poison,Won,1455
2034,Arena 16,Prince,Lost,4558
2035,Arena 16,Prince,Won,5113
2036,Arena 16,Princess,Lost,4992
2037,Arena 16,Princess,Won,6058
2038,Arena 16,Rage,Lost,4275
2039,Arena 16,Rage,Won,3277
2040,Arena 16,Ram Rider,Lost,2029
2041,Arena 16,Ram Rider,Won,2158
2042,Arena 16,Rascals,Lost,280
2043,Arena 16,Rascals,Won,219
2044,Arena 16,Rocket,Lost,1159
2045,Arena 16,Rocket,Won,916
2046,Arena 16,Royal Delivery,Lost,1115
2047,Arena 16,Royal Delivery,Won,1175
2048,Arena 16,Royal Ghost,Lost,4374
2049,Arena 16,Royal Ghost,Won,4505
2050,Arena 16,Royal Giant,Lost,807
2051,Arena 16,Royal Giant,Won,906
2052,Arena 16,Royal Hogs,Lost,1725
2053,Arena 16,Royal Hogs,Won,1259
2054,Arena 16,Royal Recruits,Lost,1121
2055,Arena 16,Royal Recruits,Won,757
2056,Arena 16,Rune Giant,Lost,30
2057,Arena 16,Rune Giant,Won,27
2058,Arena 16,Skeleton Army,Lost,13798
2059,Arena 16,Skeleton Army,Won,16384
2060,Arena 16,Skeleton Barrel,Lost,1816
2061,Arena 16,Skeleton Barrel,Won,1563
2062,Arena 16,Skeleton Dragons,Lost,471
2063,Arena 16,Skeleton Dragons,Won,315
2064,Arena 16,Skeleton King,Lost,3998
2065,Arena 16,Skeleton King,Won,4121
2066,Arena 16,Skeletons,Lost,5111
2067,Arena 16,Skeletons,Won,5400
2068,Arena 16,Sparky,Lost,2654
2069,Arena 16,Sparky,Won,2212
2070,Arena 16,Spear Goblins,Lost,1706
2071,Arena 16,Spear Goblins,Won,1368
2072,Arena 16,Spirit Empress,Lost,464
2073,Arena 16,Spirit Empress,Won,417
2074,Arena 16,Suspicious Bush,Lost,354
2075,Arena 16,Suspicious Bush,Won,410
2076,Arena 16,Tesla,Lost,5861
2077,Arena 16,Tesla,Won,6383
2078,Arena 16,The Log,Lost,14657
2079,Arena 16,The Log,Won,17550
2080,Arena 16,Three Musketeers,Lost,449
2081,Arena 16,Three Musketeers,Won,261
2082,Arena 16,Tombstone,Lost,2009
2083,Arena 16,Tombstone,Won,1627
2084,Arena 16,Tornado,Lost,2660
2085,Arena 16,Tornado,Won,1027
2086,Arena 16,Valkyrie,Lost,7727
2087,Arena 16,Valkyrie,Won,9176
2088,Arena 16,Vines,Lost,2598
2089,Arena 16,Vines,Won,3126
2090,Arena 16,Void,Lost,174
2091,Arena 16,Void,Won,158
2092,Arena 16,Wall Breakers,Lost,2998
2093,Arena 16,Wall Breakers,Won,2844
2094,Arena 16,Witch,Lost,12561
2095,Arena 16,Witch,Won,15586
2096,Arena 16,Wizard,Lost,5782
2097,Arena 16,Wizard,Won,6725
2098,Arena 16,X-Bow,Lost,528
2099,Arena 16,X-Bow,Won,485
2100,Arena 16,Zap,Lost,6959
2101,Arena 16,Zap,Won,5835
2102,Arena 16,Zappies,Lost,1024
2103,Arena 16,Zappies,Won,538
2104,Arena 17,Archer Queen,Lost,1011
2105,Arena 17,Archer Queen,Won,862
2106,Arena 17,Archers,Lost,4456
2107,Arena 17,Archers,Won,5076
2108,Arena 17,Arrows,Lost,10600
2109,Arena 17,Arrows,Won,9498
2110,Arena 17,Baby Dragon,Lost,6952
2111,Arena 17,Baby Dragon,Won,6795
2112,Arena 17,Balloon,Lost,2957
2113,Arena 17,Balloon,Won,2469
2114,Arena 17,Bandit,Lost,3768
2115,Arena 17,Bandit,Won,2852
2116,Arena 17,Barbarian Barrel,Lost,5406
2117,Arena 17,Barbarian Barrel,Won,3091
2118,Arena 17,Barbarian Hut,Lost,36
2119,Arena 17,Barbarian Hut,Won,32
2120,Arena 17,Barbarians,Lost,1865
2121,Arena 17,Barbarians,Won,2109
2122,Arena 17,Bats,Lost,5287
2123,Arena 17,Bats,Won,5094
2124,Arena 17,Battle Healer,Lost,803
2125,Arena 17,Battle Healer,Won,417
2126,Arena 17,Battle Ram,Lost,2012
2127,Arena 17,Battle Ram,Won,1495
2128,Arena 17,Berserker,Lost,601
2129,Arena 17,Berserker,Won,593
2130,Arena 17,Bomb Tower,Lost,511
2131,Arena 17,Bomb Tower,Won,527
2132,Arena 17,Bomber,Lost,2720
2133,Arena 17,Bomber,Won,2126
2134,Arena 17,Boss Bandit,Lost,2455
2135,Arena 17,Boss Bandit,Won,2757
2136,Arena 17,Bowler,Lost,1134
2137,Arena 17,Bowler,Won,715
2138,Arena 17,Cannon,Lost,5423
2139,Arena 17,Cannon,Won,5908
2140,Arena 17,Cannon Cart,Lost,79
2141,Arena 17,Cannon Cart,Won,83
2142,Arena 17,Clone,Lost,1107
2143,Arena 17,Clone,Won,859
2144,Arena 17,Dark Prince,Lost,2408
2145,Arena 17,Dark Prince,Won,2011
2146,Arena 17,Dart Goblin,Lost,5361
2147,Arena 17,Dart Goblin,Won,6618
2148,Arena 17,Earthquake,Lost,373
2149,Arena 17,Earthquake,Won,324
2150,Arena 17,Electro Dragon,Lost,2130
2151,Arena 17,Electro Dragon,Won,1721
2152,Arena 17,Electro Giant,Lost,531
2153,Arena 17,Electro Giant,Won,430
2154,Arena 17,Electro Spirit,Lost,1726
2155,Arena 17,Electro Spirit,Won,1649
2156,Arena 17,Electro Wizard,Lost,6607
2157,Arena 17,Electro Wizard,Won,6677
2158,Arena 17,Elite Barbarians,Lost,2703
2159,Arena 17,Elite Barbarians,Won,2404
2160,Arena 17,Elixir Collector,Lost,546
2161,Arena 17,Elixir Collector,Won,273
2162,Arena 17,Elixir Golem,Lost,1453
2163,Arena 17,Elixir Golem,Won,1063
2164,Arena 17,Executioner,Lost,2724
2165,Arena 17,Executioner,Won,3079
2166,Arena 17,Fire Spirit,Lost,573
2167,Arena 17,Fire Spirit,Won,678
2168,Arena 17,Fireball,Lost,6081
2169,Arena 17,Fireball,Won,6498
2170,Arena 17,Firecracker,Lost,5613
2171,Arena 17,Firecracker,Won,6472
2172,Arena 17,Fisherman,Lost,611
2173,Arena 17,Fisherman,Won,535
2174,Arena 17,Flying Machine,Lost,566
2175,Arena 17,Flying Machine,Won,327
2176,Arena 17,Freeze,Lost,2015
2177,Arena 17,Freeze,Won,1492
2178,Arena 17,Furnace,Lost,795
2179,Arena 17,Furnace,Won,914
2180,Arena 17,Giant,Lost,1477
2181,Arena 17,Giant,Won,801
2182,Arena 17,Giant Skeleton,Lost,1060
2183,Arena 17,Giant Skeleton,Won,1013
2184,Arena 17,Giant Snowball,Lost,2060
2185,Arena 17,Giant Snowball,Won,1649
2186,Arena 17,Goblin Barrel,Lost,9522
2187,Arena 17,Goblin Barrel,Won,11929
2188,Arena 17,Goblin Cage,Lost,1432
2189,Arena 17,Goblin Cage,Won,944
2190,Arena 17,Goblin Curse,Lost,1423
2191,Arena 17,Goblin Curse,Won,1105
2192,Arena 17,Goblin Demolisher,Lost,55
2193,Arena 17,Goblin Demolisher,Won,45
2194,Arena 17,Goblin Drill,Lost,174
2195,Arena 17,Goblin Drill,Won,164
2196,Arena 17,Goblin Gang,Lost,4379
2197,Arena 17,Goblin Gang,Won,4916
2198,Arena 17,Goblin Giant,Lost,1280
2199,Arena 17,Goblin Giant,Won,684
2200,Arena 17,Goblin Hut,Lost,813
2201,Arena 17,Goblin Hut,Won,785
2202,Arena 17,Goblin Machine,Lost,747
2203,Arena 17,Goblin Machine,Won,377
2204,Arena 17,Goblins,Lost,470
2205,Arena 17,Goblins,Won,448
2206,Arena 17,Goblinstein,Lost,80
2207,Arena 17,Goblinstein,Won,140
2208,Arena 17,Golden Knight,Lost,5236
2209,Arena 17,Golden Knight,Won,6135
2210,Arena 17,Golem,Lost,1185
2211,Arena 17,Golem,Won,915
2212,Arena 17,Graveyard,Lost,2701
2213,Arena 17,Graveyard,Won,1322
2214,Arena 17,Guards,Lost,2940
2215,Arena 17,Guards,Won,2946
2216,Arena 17,Heal Spirit,Lost,1045
2217,Arena 17,Heal Spirit,Won,524
2218,Arena 17,Hog Rider,Lost,7521
2219,Arena 17,Hog Rider,Won,8875
2220,Arena 17,Hunter,Lost,656
2221,Arena 17,Hunter,Won,568
2222,Arena 17,Ice Golem,Lost,1453
2223,Arena 17,Ice Golem,Won,1193
2224,Arena 17,Ice Spirit,Lost,5536
2225,Arena 17,Ice Spirit,Won,5558
2226,Arena 17,Ice Wizard,Lost,4300
2227,Arena 17,Ice Wizard,Won,3165
2228,Arena 17,Inferno Dragon,Lost,5739
2229,Arena 17,Inferno Dragon,Won,5376
2230,Arena 17,Inferno Tower,Lost,2175
2231,Arena 17,Inferno Tower,Won,2369
2232,Arena 17,Knight,Lost,8643
2233,Arena 17,Knight,Won,9808
2234,Arena 17,Lava Hound,Lost,391
2235,Arena 17,Lava Hound,Won,175
2236,Arena 17,Lightning,Lost,1663
2237,Arena 17,Lightning,Won,617
2238,Arena 17,Little Prince,Lost,433
2239,Arena 17,Little Prince,Won,608
2240,Arena 17,Lumberjack,Lost,3796
2241,Arena 17,Lumberjack,Won,3375
2242,Arena 17,Magic Archer,Lost,2205
2243,Arena 17,Magic Archer,Won,1958
2244,Arena 17,Mega Knight,Lost,12547
2245,Arena 17,Mega Knight,Won,15099
2246,Arena 17,Mega Minion,Lost,1578
2247,Arena 17,Mega Minion,Won,867
2248,Arena 17,Mighty Miner,Lost,1053
2249,Arena 17,Mighty Miner,Won,1307
2250,Arena 17,Miner,Lost,2123
2251,Arena 17,Miner,Won,1825
2252,Arena 17,Mini P.E.K.K.A,Lost,10155
2253,Arena 17,Mini P.E.K.K.A,Won,12100
2254,Arena 17,Minion Horde,Lost,1457
2255,Arena 17,Minion Horde,Won,1516
2256,Arena 17,Minions,Lost,2849
2257,Arena 17,Minions,Won,3199
2258,Arena 17,Mirror,Lost,861
2259,Arena 17,Mirror,Won,905
2260,Arena 17,Monk,Lost,46
2261,Arena 17,Monk,Won,64
2262,Arena 17,Mortar,Lost,183
2263,Arena 17,Mortar,Won,237
2264,Arena 17,Mother Witch,Lost,1315
2265,Arena 17,Mother Witch,Won,961
2266,Arena 17,Musketeer,Lost,2476
2267,Arena 17,Musketeer,Won,2631
2268,Arena 17,Night Witch,Lost,928
2269,Arena 17,Night Witch,Won,656
2270,Arena 17,P.E.K.K.A,Lost,4509
2271,Arena 17,P.E.K.K.A,Won,3849
2272,Arena 17,Phoenix,Lost,810
2273,Arena 17,Phoenix,Won,281
2274,Arena 17,Poison,Lost,3108
2275,Arena 17,Poison,Won,1496
2276,Arena 17,Prince,Lost,4001
2277,Arena 17,Prince,Won,4358
2278,Arena 17,Princess,Lost,4471
2279,Arena 17,Princess,Won,5356
2280,Arena 17,Rage,Lost,4022
2281,Arena 17,Rage,Won,3215
2282,Arena 17,Ram Rider,Lost,2278
2283,Arena 17,Ram Rider,Won,2162
2284,Arena 17,Rascals,Lost,274
2285,Arena 17,Rascals,Won,237
2286,Arena 17,Rocket,Lost,1132
2287,Arena 17,Rocket,Won,916
2288,Arena 17,Royal Delivery,Lost,1174
2289,Arena 17,Royal Delivery,Won,1301
2290,Arena 17,Royal Ghost,Lost,4435
2291,Arena 17,Royal Ghost,Won,4035
2292,Arena 17,Royal Giant,Lost,987
2293,Arena 17,Royal Giant,Won,913
2294,Arena 17,Royal Hogs,Lost,1222
2295,Arena 17,Royal Hogs,Won,975
2296,Arena 17,Royal Recruits,Lost,863
2297,Arena 17,Royal Recruits,Won,662
2298,Arena 17,Rune Giant,Lost,46
2299,Arena 17,Rune Giant,Won,37
2300,Arena 17,Skeleton Army,Lost,12337
2301,Arena 17,Skeleton Army,Won,14863
2302,Arena 17,Skeleton Barrel,Lost,1809
2303,Arena 17,Skeleton Barrel,Won,1534
2304,Arena 17,Skeleton Dragons,Lost,374
2305,Arena 17,Skeleton Dragons,Won,264
2306,Arena 17,Skeleton King,Lost,4494
2307,Arena 17,Skeleton King,Won,4725
2308,Arena 17,Skeletons,Lost,5511
2309,Arena 17,Skeletons,Won,5815
2310,Arena 17,Sparky,Lost,2260
2311,Arena 17,Sparky,Won,1866
2312,Arena 17,Spear Goblins,Lost,1650
2313,Arena 17,Spear Goblins,Won,1256
2314,Arena 17,Spirit Empress,Lost,387
2315,Arena 17,Spirit Empress,Won,369
2316,Arena 17,Suspicious Bush,Lost,271
2317,Arena 17,Suspicious Bush,Won,272
2318,Arena 17,Tesla,Lost,6545
2319,Arena 17,Tesla,Won,7318
2320,Arena 17,The Log,Lost,15083
2321,Arena 17,The Log,Won,18505
2322,Arena 17,Three Musketeers,Lost,380
2323,Arena 17,Three Musketeers,Won,205
2324,Arena 17,Tombstone,Lost,2393
2325,Arena 17,Tombstone,Won,1552
2326,Arena 17,Tornado,Lost,3353
2327,Arena 17,Tornado,Won,1326
2328,Arena 17,Valkyrie,Lost,7179
2329,Arena 17,Valkyrie,Won,8776
2330,Arena 17,Vines,Lost,2291
2331,Arena 17,Vines,Won,2650
2332,Arena 17,Void,Lost,137
2333,Arena 17,Void,Won,149
2334,Arena 17,Wall Breakers,Lost,2725
2335,Arena 17,Wall Breakers,Won,2750
2336,Arena 17,Witch,Lost,10911
2337,Arena 17,Witch,Won,13561
2338,Arena 17,Wizard,Lost,5713
2339,Arena 17,Wizard,Won,6915
2340,Arena 17,X-Bow,Lost,523
2341,Arena 17,X-Bow,Won,495
2342,Arena 17,Zap,Lost,7213
2343,Arena 17,Zap,Won,5940
2344,Arena 17,Zappies,Lost,833
2345,Arena 17,Zappies,Won,540
2346,Arena 18,Archer Queen,Lost,1300
2347,Arena 18,Archer Queen,Won,1067
2348,Arena 18,Archers,Lost,4967
2349,Arena 18,Archers,Won,5491
2350,Arena 18,Arrows,Lost,10541
2351,Arena 18,Arrows,Won,9897
2352,Arena 18,Baby Dragon,Lost,6357
2353,Arena 18,Baby Dragon,Won,6130
2354,Arena 18,Balloon,Lost,3200
2355,Arena 18,Balloon,Won,2825
2356,Arena 18,Bandit,Lost,3567
2357,Arena 18,Bandit,Won,2837
2358,Arena 18,Barbarian Barrel,Lost,5202
2359,Arena 18,Barbarian Barrel,Won,3197
2360,Arena 18,Barbarian Hut,Lost,21
2361,Arena 18,Barbarian Hut,Won,18
2362,Arena 18,Barbarians,Lost,1857
2363,Arena 18,Barbarians,Won,2056
2364,Arena 18,Bats,Lost,5188
2365,Arena 18,Bats,Won,5366
2366,Arena 18,Battle Healer,Lost,752
2367,Arena 18,Battle Healer,Won,386
2368,Arena 18,Battle Ram,Lost,1622
2369,Arena 18,Battle Ram,Won,1382
2370,Arena 18,Berserker,Lost,675
2371,Arena 18,Berserker,Won,659
2372,Arena 18,Bomb Tower,Lost,382
2373,Arena 18,Bomb Tower,Won,393
2374,Arena 18,Bomber,Lost,2226
2375,Arena 18,Bomber,Won,1864
2376,Arena 18,Boss Bandit,Lost,3620
2377,Arena 18,Boss Bandit,Won,3732
2378,Arena 18,Bowler,Lost,1087
2379,Arena 18,Bowler,Won,773
2380,Arena 18,Cannon,Lost,5731
2381,Arena 18,Cannon,Won,5931
2382,Arena 18,Cannon Cart,Lost,72
2383,Arena 18,Cannon Cart,Won,69
2384,Arena 18,Clone,Lost,1160
2385,Arena 18,Clone,Won,924
2386,Arena 18,Dark Prince,Lost,1837
2387,Arena 18,Dark Prince,Won,1774
2388,Arena 18,Dart Goblin,Lost,5417
2389,Arena 18,Dart Goblin,Won,6493
2390,Arena 18,Earthquake,Lost,515
2391,Arena 18,Earthquake,Won,485
2392,Arena 18,Electro Dragon,Lost,2294
2393,Arena 18,Electro Dragon,Won,1869
2394,Arena 18,Electro Giant,Lost,696
2395,Arena 18,Electro Giant,Won,480
2396,Arena 18,Electro Spirit,Lost,1806
2397,Arena 18,Electro Spirit,Won,1643
2398,Arena 18,Electro Wizard,Lost,5596
2399,Arena 18,Electro Wizard,Won,6111
2400,Arena 18,Elite Barbarians,Lost,2653
2401,Arena 18,Elite Barbarians,Won,2523
2402,Arena 18,Elixir Collector,Lost,502
2403,Arena 18,Elixir Collector,Won,330
2404,Arena 18,Elixir Golem,Lost,1479
2405,Arena 18,Elixir Golem,Won,1024
2406,Arena 18,Executioner,Lost,2621
2407,Arena 18,Executioner,Won,2811
2408,Arena 18,Fire Spirit,Lost,582
2409,Arena 18,Fire Spirit,Won,651
2410,Arena 18,Fireball,Lost,6542
2411,Arena 18,Fireball,Won,6792
2412,Arena 18,Firecracker,Lost,5923
2413,Arena 18,Firecracker,Won,6935
2414,Arena 18,Fisherman,Lost,705
2415,Arena 18,Fisherman,Won,560
2416,Arena 18,Flying Machine,Lost,573
2417,Arena 18,Flying Machine,Won,364
2418,Arena 18,Freeze,Lost,2028
2419,Arena 18,Freeze,Won,1551
2420,Arena 18,Furnace,Lost,914
2421,Arena 18,Furnace,Won,1057
2422,Arena 18,Giant,Lost,937
2423,Arena 18,Giant,Won,727
2424,Arena 18,Giant Skeleton,Lost,1131
2425,Arena 18,Giant Skeleton,Won,1168
2426,Arena 18,Giant Snowball,Lost,2264
2427,Arena 18,Giant Snowball,Won,1804
2428,Arena 18,Goblin Barrel,Lost,9795
2429,Arena 18,Goblin Barrel,Won,11687
2430,Arena 18,Goblin Cage,Lost,1229
2431,Arena 18,Goblin Cage,Won,925
2432,Arena 18,Goblin Curse,Lost,1393
2433,Arena 18,Goblin Curse,Won,1011
2434,Arena 18,Goblin Demolisher,Lost,64
2435,Arena 18,Goblin Demolisher,Won,45
2436,Arena 18,Goblin Drill,Lost,190
2437,Arena 18,Goblin Drill,Won,159
2438,Arena 18,Goblin Gang,Lost,5074
2439,Arena 18,Goblin Gang,Won,5523
2440,Arena 18,Goblin Giant,Lost,1329
2441,Arena 18,Goblin Giant,Won,696
2442,Arena 18,Goblin Hut,Lost,697
2443,Arena 18,Goblin Hut,Won,714
2444,Arena 18,Goblin Machine,Lost,1029
2445,Arena 18,Goblin Machine,Won,460
2446,Arena 18,Goblins,Lost,439
2447,Arena 18,Goblins,Won,491
2448,Arena 18,Goblinstein,Lost,399
2449,Arena 18,Goblinstein,Won,377
2450,Arena 18,Golden Knight,Lost,4563
2451,Arena 18,Golden Knight,Won,5317
2452,Arena 18,Golem,Lost,1252
2453,Arena 18,Golem,Won,952
2454,Arena 18,Graveyard,Lost,2131
2455,Arena 18,Graveyard,Won,1293
2456,Arena 18,Guards,Lost,2682
2457,Arena 18,Guards,Won,2666
2458,Arena 18,Heal Spirit,Lost,734
2459,Arena 18,Heal Spirit,Won,386
2460,Arena 18,Hog Rider,Lost,7829
2461,Arena 18,Hog Rider,Won,8860
2462,Arena 18,Hunter,Lost,572
2463,Arena 18,Hunter,Won,558
2464,Arena 18,Ice Golem,Lost,1693
2465,Arena 18,Ice Golem,Won,1238
2466,Arena 18,Ice Spirit,Lost,6336
2467,Arena 18,Ice Spirit,Won,6296
2468,Arena 18,Ice Wizard,Lost,4020
2469,Arena 18,Ice Wizard,Won,3153
2470,Arena 18,Inferno Dragon,Lost,5157
2471,Arena 18,Inferno Dragon,Won,4568
2472,Arena 18,Inferno Tower,Lost,2222
2473,Arena 18,Inferno Tower,Won,2351
2474,Arena 18,Knight,Lost,8684
2475,Arena 18,Knight,Won,9768
2476,Arena 18,Lava Hound,Lost,466
2477,Arena 18,Lava Hound,Won,281
2478,Arena 18,Lightning,Lost,1997
2479,Arena 18,Lightning,Won,1012
2480,Arena 18,Little Prince,Lost,737
2481,Arena 18,Little Prince,Won,933
2482,Arena 18,Lumberjack,Lost,4345
2483,Arena 18,Lumberjack,Won,3899
2484,Arena 18,Magic Archer,Lost,1944
2485,Arena 18,Magic Archer,Won,1919
2486,Arena 18,Mega Knight,Lost,12069
2487,Arena 18,Mega Knight,Won,14010
2488,Arena 18,Mega Minion,Lost,1602
2489,Arena 18,Mega Minion,Won,977
2490,Arena 18,Mighty Miner,Lost,1566
2491,Arena 18,Mighty Miner,Won,1718
2492,Arena 18,Miner,Lost,1780
2493,Arena 18,Miner,Won,1488
2494,Arena 18,Mini P.E.K.K.A,Lost,9001
2495,Arena 18,Mini P.E.K.K.A,Won,10334
2496,Arena 18,Minion Horde,Lost,1738
2497,Arena 18,Minion Horde,Won,1908
2498,Arena 18,Minions,Lost,2859
2499,Arena 18,Minions,Won,3197
2500,Arena 18,Mirror,Lost,889
2501,Arena 18,Mirror,Won,889
2502,Arena 18,Monk,Lost,202
2503,Arena 18,Monk,Won,201
2504,Arena 18,Mortar,Lost,314
2505,Arena 18,Mortar,Won,350
2506,Arena 18,Mother Witch,Lost,1597
2507,Arena 18,Mother Witch,Won,1342
2508,Arena 18,Musketeer,Lost,2815
2509,Arena 18,Musketeer,Won,2689
2510,Arena 18,Night Witch,Lost,1068
2511,Arena 18,Night Witch,Won,793
2512,Arena 18,P.E.K.K.A,Lost,4751
2513,Arena 18,P.E.K.K.A,Won,4199
2514,Arena 18,Phoenix,Lost,366
2515,Arena 18,Phoenix,Won,174
2516,Arena 18,Poison,Lost,2477
2517,Arena 18,Poison,Won,1426
2518,Arena 18,Prince,Lost,3620
2519,Arena 18,Prince,Won,3829
2520,Arena 18,Princess,Lost,4888
2521,Arena 18,Princess,Won,5510
2522,Arena 18,Rage,Lost,3958
2523,Arena 18,Rage,Won,3133
2524,Arena 18,Ram Rider,Lost,2409
2525,Arena 18,Ram Rider,Won,2054
2526,Arena 18,Rascals,Lost,162
2527,Arena 18,Rascals,Won,175
2528,Arena 18,Rocket,Lost,1293
2529,Arena 18,Rocket,Won,1151
2530,Arena 18,Royal Delivery,Lost,1318
2531,Arena 18,Royal Delivery,Won,1391
2532,Arena 18,Royal Ghost,Lost,4545
2533,Arena 18,Royal Ghost,Won,3902
2534,Arena 18,Royal Giant,Lost,1039
2535,Arena 18,Royal Giant,Won,956
2536,Arena 18,Royal Hogs,Lost,1346
2537,Arena 18,Royal Hogs,Won,1136
2538,Arena 18,Royal Recruits,Lost,929
2539,Arena 18,Royal Recruits,Won,680
2540,Arena 18,Rune Giant,Lost,28
2541,Arena 18,Rune Giant,Won,20
2542,Arena 18,Skeleton Army,Lost,11564
2543,Arena 18,Skeleton Army,Won,13423
2544,Arena 18,Skeleton Barrel,Lost,1610
2545,Arena 18,Skeleton Barrel,Won,1575
2546,Arena 18,Skeleton Dragons,Lost,415
2547,Arena 18,Skeleton Dragons,Won,320
2548,Arena 18,Skeleton King,Lost,3780
2549,Arena 18,Skeleton King,Won,3751
2550,Arena 18,Skeletons,Lost,6312
2551,Arena 18,Skeletons,Won,6313
2552,Arena 18,Sparky,Lost,2010
2553,Arena 18,Sparky,Won,1833
2554,Arena 18,Spear Goblins,Lost,1318
2555,Arena 18,Spear Goblins,Won,1178
2556,Arena 18,Spirit Empress,Lost,460
2557,Arena 18,Spirit Empress,Won,384
2558,Arena 18,Suspicious Bush,Lost,258
2559,Arena 18,Suspicious Bush,Won,259
2560,Arena 18,Tesla,Lost,7353
2561,Arena 18,Tesla,Won,8297
2562,Arena 18,The Log,Lost,15938
2563,Arena 18,The Log,Won,18607
2564,Arena 18,Three Musketeers,Lost,236
2565,Arena 18,Three Musketeers,Won,119
2566,Arena 18,Tombstone,Lost,2581
2567,Arena 18,Tombstone,Won,1963
2568,Arena 18,Tornado,Lost,3288
2569,Arena 18,Tornado,Won,1608
2570,Arena 18,Valkyrie,Lost,7308
2571,Arena 18,Valkyrie,Won,8845
2572,Arena 18,Vines,Lost,2562
2573,Arena 18,Vines,Won,2882
2574,Arena 18,Void,Lost,154
2575,Arena 18,Void,Won,136
2576,Arena 18,Wall Breakers,Lost,2722
2577,Arena 18,Wall Breakers,Won,2921
2578,Arena 18,Witch,Lost,10493
2579,Arena 18,Witch,Won,12554
2580,Arena 18,Wizard,Lost,5536
2581,Arena 18,Wizard,Won,6383
2582,Arena 18,X-Bow,Lost,493
2583,Arena 18,X-Bow,Won,455
2584,Arena 18,Zap,Lost,6854
2585,Arena 18,Zap,Won,6423
2586,Arena 18,Zappies,Lost,694
2587,Arena 18,Zappies,Won,548
2588,Arena 19,Archer Queen,Lost,1119
2589,Arena 19,Archer Queen,Won,1014
2590,Arena 19,Archers,Lost,4587
2591,Arena 19,Archers,Won,4913
2592,Arena 19,Arrows,Lost,10867
2593,Arena 19,Arrows,Won,10235
2594,Arena 19,Baby Dragon,Lost,6123
2595,Arena 19,Baby Dragon,Won,5498
2596,Arena 19,Balloon,Lost,3257
2597,Arena 19,Balloon,Won,2886
2598,Arena 19,Bandit,Lost,2731
2599,Arena 19,Bandit,Won,2457
2600,Arena 19,Barbarian Barrel,Lost,4325
2601,Arena 19,Barbarian Barrel,Won,2621
2602,Arena 19,Barbarian Hut,Lost,66
2603,Arena 19,Barbarian Hut,Won,41
2604,Arena 19,Barbarians,Lost,2855
2605,Arena 19,Barbarians,Won,3013
2606,Arena 19,Bats,Lost,5476
2607,Arena 19,Bats,Won,5773
2608,Arena 19,Battle Healer,Lost,668
2609,Arena 19,Battle Healer,Won,322
2610,Arena 19,Battle Ram,Lost,1341
2611,Arena 19,Battle Ram,Won,1265
2612,Arena 19,Berserker,Lost,628
2613,Arena 19,Berserker,Won,677
2614,Arena 19,Bomb Tower,Lost,477
2615,Arena 19,Bomb Tower,Won,490
2616,Arena 19,Bomber,Lost,2381
2617,Arena 19,Bomber,Won,2066
2618,Arena 19,Boss Bandit,Lost,3718
2619,Arena 19,Boss Bandit,Won,4032
2620,Arena 19,Bowler,Lost,1094
2621,Arena 19,Bowler,Won,764
2622,Arena 19,Cannon,Lost,5765
2623,Arena 19,Cannon,Won,6178
2624,Arena 19,Cannon Cart,Lost,91
2625,Arena 19,Cannon Cart,Won,131
2626,Arena 19,Clone,Lost,1096
2627,Arena 19,Clone,Won,861
2628,Arena 19,Dark Prince,Lost,2146
2629,Arena 19,Dark Prince,Won,1974
2630,Arena 19,Dart Goblin,Lost,6000
2631,Arena 19,Dart Goblin,Won,6885
2632,Arena 19,Earthquake,Lost,555
2633,Arena 19,Earthquake,Won,473
2634,Arena 19,Electro Dragon,Lost,2125
